sleeve,sharpe,sortino,mc_p5,max_dd,months_in_profit,psr_gt0,ann_funding_%,ann_price_%,turnover,n_obs,family,signal,lb,top,rb
XScarry_lvl14_top10_rb1,0.11845238743929883,0.09287731374278281,,-0.743808773915394,0.5949367088607594,0.6096947839305809,31.035628948721378,21.778905331376794,936.5142857142857,2404,carry_xs,level,14,0.1,1
XScarry_lvl14_top10_rb3,0.07127999854337892,0.055039477102702704,,-0.7653768303176175,0.5822784810126582,0.5688208508986847,28.804496699335434,14.730899801348912,659.4047619047618,2404,carry_xs,level,14,0.1,3
XScarry_lvl1_top20_rb1,0.05745609608025594,0.07966656117072687,,-0.5209097124442044,0.43037974683544306,0.558708781545144,28.41018754936147,44.847712057493766,3926.5711304777096,2404,carry_xs,level,1,0.2,1
XScarry_lvl1_top40_rb1,0.04747798780172321,0.07226675437393029,,-0.3918935165935473,0.4430379746835443,0.5485375331330375,19.46260794414295,6.839788888238542,2777.1872472453306,2404,carry_xs,level,1,0.4,1
XScarry_lvl30_top10_rb3,0.0359097510715194,0.02705206895757575,,-0.80475747518794,0.5569620253164557,0.5356807599800332,28.407196162645594,19.110624183415926,415.1,2404,carry_xs,level,30,0.1,3
XScarry_lvl30_top10_rb1,-0.02026921968415,-0.015265788269852292,,-0.8041692303928274,0.5569620253164557,0.47891654900103453,29.666165109608983,12.925261048789125,566.2333333333333,2404,carry_xs,level,30,0.1,1
XScarry_lvl30_top10_rb5,-0.06734284469420476,-0.05086685903771644,,-0.8059095830367056,0.5443037974683544,0.427560096059984,27.150484663754852,1.3742817806601604,350.93333333333334,2404,carry_xs,level,30,0.1,5
XScarry_lvl1_top10_rb1,-0.0753793064361901,-0.09585920319515166,,-0.5284876221559419,0.5189873417721519,0.42345058856316875,28.200847541059964,39.19409875505431,3863.272582972583,2404,carry_xs,level,1,0.1,1
XScarry_lvl1_top30_rb1,-0.13285222714111847,-0.18763596846954933,,-0.4779064928739405,0.46835443037974683,0.3671363598369293,23.933200704849202,-4.194048151011963,3439.442190353845,2404,carry_xs,level,1,0.3,1
XSreversal_14,-1.612702730954867,-2.1222714312376545,,-0.8614197092628846,0.3037974683544304,1.8883242506267836e-05,-0.8704154831461893,-42.73438812389359,1769.6887640137638,2404,control,XSreversal_14,14,0.3,1
PLACEBO_shuffled,-2.3847729936288182,-3.1969700993199144,,-0.9294728721994758,0.24050632911392406,4.4095145390113743e-10,0.16334855830560172,0.8328273427892058,6617.324999999999,2404,placebo,shuffled,7,0.3,1
