kind,sym,tf,exit,sharpe,mc_p5,max_dd,months_in_profit,ann_turnover
equity,MSFT,4h,channel,0.2005362466839936,,-0.2475633597532877,0.45977011494252873,7.901804470773421
equity,MSFT,4h,atr_trailing,0.04099887654215213,,-0.2959422479984434,0.41379310344827586,8.99360527556144
equity,MSFT,4h,reversal,0.08009791863948547,,-0.33595457412344076,0.5172413793103449,6.282604274202072
equity,NVDA,4h,triple_barrier,0.46394201589663886,,-0.11174540577203174,0.39080459770114945,8.203208538829648
equity,NVDA,4h,time,0.35833496304035,,-0.21159688616434325,0.5057471264367817,4.2785579860564225
equity,NVDA,4h,channel,0.30865167367195107,,-0.28402516854024606,0.39080459770114945,4.269461050836639
equity,NVDA,4h,atr_trailing,0.45938723725285946,,-0.22506467386455598,0.4367816091954023,4.525896344002741
equity,NVDA,4h,reversal,0.24117267960225133,,-0.2774960892692597,0.4942528735632184,3.3470287209396496
equity,JPM,4h,triple_barrier,-0.2772619806575934,,-0.2927065392810597,0.3333333333333333,14.857360596610617
equity,JPM,4h,time,-0.05206240557424721,,-0.4025693105340957,0.5057471264367817,8.835345714703935
equity,JPM,4h,channel,-0.10731883478747503,,-0.3917255617191443,0.4482758620689655,8.036508428870908
equity,JPM,4h,atr_trailing,-0.03928687638728739,,-0.3506447303537614,0.367816091954023,8.887840428795222
equity,JPM,4h,reversal,0.11830944612354732,,-0.3640188483713054,0.5747126436781609,6.09559810782189
