tf,universe,sharpe,oos,mc_p5,max_dd,months_in_profit
1d,static_top30,1.2226674673035334,0.3380381954622296,0.5778338461572049,-0.16534708711003288,0.6329113924050633
1d,PIT_top30,0.8027375895673505,0.12814145605116695,0.19657443784195247,-0.20019577941997357,0.5822784810126582
4h,static_top30,1.4795210956291551,0.596573361943689,0.8076608224233355,-0.17157847520073555,0.6582278481012658
4h,PIT_top30,1.1413778195713071,0.09052392202311664,0.48102074825735025,-0.1785403574685357,0.6075949367088608
1h,static_top30,1.700931802737426,0.7169577843071802,1.0828879461390286,-0.14367946368104967,0.6582278481012658
1h,PIT_top30,1.0197642938486569,0.2661196244281997,0.3700594345643185,-0.19840279002891392,0.569620253164557
