signal,lookback_d,skip_d,top_frac,weighting,rebal_d,sharpe,sortino,mc_p5,max_dd,months_in_profit,ann_turnover,cost_drag,n_obs
raw,5,0,0.1,equal,5,0.10575987243550676,0.1348410188192796,,-0.4140870964103749,0.5,55.04479382972412,0.11791618917169296,3371
raw,5,0,0.1,equal,10,-0.33493819644653233,-0.4413063958979328,,-0.5673664431951708,0.4625,28.845565114209435,0.06143711261006296,3371
raw,5,0,0.1,equal,21,-0.16290561173421111,-0.2315121261182286,,-0.4799891956812149,0.4125,12.937644615840997,0.027720851727714373,3371
raw,5,0,0.1,volinv,5,0.041912028959979954,0.053134042765598494,,-0.39184852625722444,0.4875,57.87135150722651,0.12383760018118188,3371
raw,5,0,0.1,volinv,10,-0.3864199572239113,-0.48970703241389224,,-0.6124316654608188,0.4625,30.214638392004034,0.06436460832491105,3371
raw,5,0,0.1,volinv,21,-0.15268217594130853,-0.21613283791826543,,-0.4843223965986243,0.4375,13.52279081819192,0.02890156981791693,3371
raw,5,0,0.2,equal,5,-0.21922336770779738,-0.27115937694873915,,-0.5169533836430678,0.5,49.875062700574425,0.1049921348065263,3371
raw,5,0,0.2,equal,10,-0.5201597853852771,-0.6553258673586685,,-0.6462785664137252,0.425,25.363102397454224,0.053223105335900106,3371
raw,5,0,0.2,equal,21,-0.06746369152245878,-0.09890459816292202,,-0.5256515560190733,0.3875,11.909193387449099,0.025077402874227602,3371
raw,5,0,0.2,volinv,5,-0.175804548929897,-0.22336795124396244,,-0.48892785110897163,0.4875,53.67935617138593,0.1127304510131667,3371
raw,5,0,0.2,volinv,10,-0.47804775927743864,-0.5924913004203833,,-0.6179587958446533,0.425,27.100573326198244,0.05673758054514207,3371
raw,5,0,0.2,volinv,21,-0.09374213154271224,-0.1376034917515506,,-0.5549630871534349,0.4,12.664071497909417,0.026577081831695635,3371
raw,5,0,0.3,equal,5,-0.36901937580672645,-0.47342892504203754,,-0.5728701160938732,0.4625,45.07402712979694,0.09421770919852741,3371
raw,5,0,0.3,equal,10,-0.4950304818443385,-0.6294569305536049,,-0.636541822869656,0.4125,22.649486259809603,0.047211119298090284,3371
raw,5,0,0.3,equal,21,-0.1132328178329691,-0.15784860930432693,,-0.489202705732961,0.4375,11.116107979827945,0.023223911017357213,3371
raw,5,0,0.3,volinv,5,-0.3869525109217243,-0.5092928767985547,,-0.567803543965735,0.4625,49.27558725640692,0.10268218999339973,3371
raw,5,0,0.3,volinv,10,-0.49572751023409717,-0.6278135273755905,,-0.6269848212451278,0.45,24.692335138360765,0.05131036707077624,3371
raw,5,0,0.3,volinv,21,-0.12254024731242703,-0.1700983142943746,,-0.4896090461144633,0.4125,11.919648326246811,0.024815171357096842,3371
raw,5,2,0.1,equal,5,-0.2810532388243615,-0.3498557636450201,,-0.4660120272190036,0.425,55.75247700978938,0.11945252502456416,3371
raw,5,2,0.1,equal,10,0.00890165128849968,0.0107508853376243,,-0.5774835813131038,0.4875,27.405280332245628,0.05822237560592287,3371
raw,5,2,0.1,equal,21,0.25412791583210875,0.36053301798743903,,-0.3887038586549445,0.4125,12.847938297241175,0.02740169499541328,3371
raw,5,2,0.1,volinv,5,-0.39556545670677384,-0.468276468086645,,-0.5104357394435559,0.45,58.80456170209138,0.12584919047177673,3371
raw,5,2,0.1,volinv,10,-0.13023918690068664,-0.1490066914645725,,-0.6022230001989957,0.4875,29.085259030354376,0.061790001191503054,3371
raw,5,2,0.1,volinv,21,0.2558133519200628,0.36242386247800734,,-0.3642665156818443,0.4375,13.422705800684781,0.028610055770120043,3371
raw,5,2,0.2,equal,5,-0.5501605396545936,-0.6638059288039673,,-0.5617691581144487,0.4,50.18272430624849,0.10586350187882626,3371
raw,5,2,0.2,equal,10,-0.12783035814305027,-0.15159991843736256,,-0.5754515957927921,0.45,24.72049836843667,0.051843537151110626,3371
raw,5,2,0.2,equal,21,0.21049407924473065,0.3040709945960238,,-0.32109341079788567,0.4375,12.015209945794345,0.025235200982298908,3371
raw,5,2,0.2,volinv,5,-0.6474694873185931,-0.7976666582645581,,-0.6158632124042567,0.4375,54.01581352718983,0.11365578164163587,3371
raw,5,2,0.2,volinv,10,-0.2736453081918803,-0.3264488103172022,,-0.6033486011307944,0.4875,26.744134115136937,0.05600190664221541,3371
raw,5,2,0.2,volinv,21,0.06423071397880244,0.09202741789790465,,-0.371170186243603,0.45,12.731819509205232,0.026666807315623542,3371
raw,5,2,0.3,equal,5,-0.6021846278180372,-0.7211710606569304,,-0.619933905377713,0.4125,44.69028343356435,0.0934625188748626,3371
raw,5,2,0.3,equal,10,-0.3763926501718608,-0.4348743155356865,,-0.6060946465838627,0.3875,22.000587902160134,0.045918595108402654,3371
raw,5,2,0.3,equal,21,0.046707526176809656,0.06666977269809198,,-0.39793463189391887,0.425,10.992761791753187,0.022908636365659228,3371
raw,5,2,0.3,volinv,5,-0.6481475092854245,-0.7964825933053521,,-0.6367192363813119,0.4,49.01585512270439,0.10215906171887498,3371
raw,5,2,0.3,volinv,10,-0.45035723537248357,-0.5278954383414874,,-0.6493562868273848,0.3625,24.132268599654516,0.050206060205952294,3371
raw,5,2,0.3,volinv,21,-0.08841924631391754,-0.12600255370684585,,-0.4501387670891971,0.425,11.844412204561923,0.024617403626234526,3371
raw,10,0,0.1,equal,5,-0.04104361338653039,-0.05317330811970342,,-0.3448287207281697,0.45,41.399466033817866,0.08857127875383586,3371
raw,10,0,0.1,equal,10,-0.27289538435482963,-0.35153532071795107,,-0.5300347743018202,0.4125,27.599644022545238,0.05873239843586053,3371
raw,10,0,0.1,equal,21,0.3835096082705748,0.5436928531767408,,-0.32362280948674127,0.475,11.911005636309701,0.02534463617691106,3371
raw,10,0,0.1,volinv,5,-0.022240775505784894,-0.02792629330272325,,-0.3053059657727186,0.45,47.073283341273616,0.10055647731915712,3371
raw,10,0,0.1,volinv,10,-0.2856386533875251,-0.3500188645742243,,-0.528779194621733,0.4375,28.998056874833285,0.061690330336279874,3371
raw,10,0,0.1,volinv,21,0.37448506879237287,0.5258754892840831,,-0.25359963977556144,0.4875,12.435958516221445,0.026401872844306274,3371
raw,10,0,0.2,equal,5,-0.31507571002280144,-0.3766772496253881,,-0.44354106622265144,0.4625,36.14057873304388,0.07598898969764992,3371
raw,10,0,0.2,equal,10,-0.15455504411260798,-0.18643088502591948,,-0.4810452709348473,0.45,25.42047949084437,0.05335426549742861,3371
raw,10,0,0.2,equal,21,0.24735624589354233,0.34687922909387386,,-0.34043588685389714,0.5,11.661821417976862,0.024493825923698226,3371
raw,10,0,0.2,volinv,5,-0.28614048626268307,-0.35400440635557806,,-0.4366718838332472,0.425,42.08089361441697,0.08819440752782884,3371
raw,10,0,0.2,volinv,10,-0.00747602523282633,-0.009181366693758545,,-0.474152552908676,0.475,27.221603557160233,0.0570047906324062,3371
raw,10,0,0.2,volinv,21,0.21190650166592995,0.2973701273699873,,-0.3454766905440271,0.4625,12.359199724532104,0.02589408079615556,3371
raw,10,0,0.3,equal,5,-0.3619534109999422,-0.4481826374624526,,-0.5087596816732207,0.5125,31.27284593187886,0.06527175090577783,3371
raw,10,0,0.3,equal,10,-0.2698729607897743,-0.3347230563578007,,-0.5595073282374023,0.4375,22.700795555675413,0.0472735138085595,3371
raw,10,0,0.3,equal,21,0.31467706487063,0.44210348961627394,,-0.33318936537292465,0.475,10.300029664787896,0.0215232574176641,3371
raw,10,0,0.3,volinv,5,-0.31798002762941185,-0.3998848629869813,,-0.5056567184708977,0.5,37.178550247071854,0.07727176637833023,3371
raw,10,0,0.3,volinv,10,-0.19082081662341638,-0.23923450555762651,,-0.5691908880141294,0.4625,24.855277110455383,0.05160616048328625,3371
raw,10,0,0.3,volinv,21,0.22685195661470467,0.32241598775463665,,-0.33917556709620644,0.5375,11.245064895741926,0.02341424000645259,3371
raw,10,2,0.1,equal,5,-0.23332285382729995,-0.2904105421952517,,-0.4891217509441679,0.475,39.78973598338772,0.08484974443810062,3371
raw,10,2,0.1,equal,10,0.06589162569545848,0.08441338618419472,,-0.26239937824226256,0.5,26.62284188668051,0.05676982231467399,3371
raw,10,2,0.1,equal,21,0.4002776455639606,0.5548646559317668,,-0.30635999887742926,0.5625,12.708395134974785,0.026991752072932942,3371
raw,10,2,0.1,volinv,5,-0.09204636205013998,-0.11515141226520272,,-0.43026890132709006,0.4625,45.57006798927843,0.09715010993349162,3371
raw,10,2,0.1,volinv,10,0.0457074708312221,0.05802897373404135,,-0.32222166546982123,0.5125,28.164139463328233,0.05996339209238415,3371
raw,10,2,0.1,volinv,21,0.33533745085908495,0.468253229284458,,-0.2903168862293025,0.525,13.391773126685933,0.02841885359632921,3371
raw,10,2,0.2,equal,5,-0.3304428575763018,-0.4149370918521569,,-0.4978648812803439,0.4375,35.01361883444352,0.07355150645046507,3371
raw,10,2,0.2,equal,10,-0.03505142693083349,-0.04400509775388473,,-0.33042481279467084,0.5,24.500698470915026,0.051360750473200795,3371
raw,10,2,0.2,equal,21,0.3478796729597046,0.4703780628067097,,-0.26520886552130907,0.4625,11.365518729268361,0.023827653823601393,3371
raw,10,2,0.2,volinv,5,-0.3068711895674478,-0.3834127615126308,,-0.4732790541461096,0.425,40.84647689257023,0.08556661066799807,3371
raw,10,2,0.2,volinv,10,-0.08304701112003901,-0.10271246040567393,,-0.3931435295591835,0.525,26.450661113695595,0.055297506195412585,3371
raw,10,2,0.2,volinv,21,0.3463375725674851,0.46373891806789297,,-0.24100823362152923,0.475,12.2493621411487,0.025644641820190273,3371
raw,10,2,0.3,equal,5,-0.30164169035205723,-0.3756951484187106,,-0.4483687598646654,0.4125,29.688374099943367,0.061937020147424235,3371
raw,10,2,0.3,equal,10,0.07869419290471695,0.09976794837574944,,-0.33284550033130333,0.5,21.504598042123998,0.04475652736744243,3371
raw,10,2,0.3,equal,21,0.3289045999976117,0.4395393042537083,,-0.24960482886732327,0.475,10.317472560071195,0.021464874349666627,3371
raw,10,2,0.3,volinv,5,-0.3237910464098704,-0.3993627733710966,,-0.4455817074226711,0.425,35.74238612970305,0.07426353231938083,3371
raw,10,2,0.3,volinv,10,-0.01564881787312556,-0.019488729126152057,,-0.3508653527922957,0.4875,23.79475033339389,0.04935986676601209,3371
raw,10,2,0.3,volinv,21,0.3115636430011987,0.41877980856294544,,-0.2363589591924793,0.4875,11.415936426738227,0.023704079040625124,3371
raw,20,0,0.1,equal,5,0.4328244581189088,0.5780829395528193,,-0.2450950633105986,0.5375,29.049896173242363,0.06216891688871227,3371
raw,20,0,0.1,equal,10,0.41871953944985457,0.5504321009024159,,-0.39904224785686193,0.525,19.715455354494217,0.04188642075009118,3371
raw,20,0,0.1,equal,21,0.5999895342183612,0.8327167814175545,,-0.31756340870758837,0.5375,11.801364580243252,0.025144576915180294,3371
raw,20,0,0.1,volinv,5,0.4507039174643173,0.6144214456338398,,-0.2710761383141329,0.5,35.84197152130604,0.0765588046875955,3371
raw,20,0,0.1,volinv,10,0.42352946517635776,0.5624679253691554,,-0.3855927239093705,0.525,22.63174645476658,0.048024927581872934,3371
raw,20,0,0.1,volinv,21,0.5702945971259443,0.7966835130558545,,-0.27000142992176135,0.6,12.657973563214483,0.02692380977474946,3371
raw,20,0,0.2,equal,5,0.324742587770226,0.4367204537785915,,-0.27251706421965993,0.5,24.322839189881613,0.05108660687305311,3371
raw,20,0,0.2,equal,10,0.3286912345521221,0.4347075063452186,,-0.3372350301647563,0.5125,16.971969472236456,0.035440749616457504,3371
raw,20,0,0.2,equal,21,0.56406160675151,0.7911503049552345,,-0.27297199474996114,0.475,11.126301879668834,0.023361853433057522,3371
raw,20,0,0.2,volinv,5,0.21197488243929402,0.2802301696097618,,-0.31458325332929904,0.45,31.35190481728826,0.06559026733830677,3371
raw,20,0,0.2,volinv,10,0.29338063890631505,0.38525922352088054,,-0.32655485524647143,0.5125,20.029055232349013,0.041731283918613936,3371
raw,20,0,0.2,volinv,21,0.43695917627437253,0.6094292322143618,,-0.2450479856686092,0.55,12.104935958409058,0.025356386173482404,3371
raw,20,0,0.3,equal,5,0.24679711667785537,0.3135620726967481,,-0.3047722709005748,0.4875,20.882996682937357,0.04354419311217028,3371
raw,20,0,0.3,equal,10,0.17457435225851448,0.22300932933105092,,-0.3633217355654962,0.5,15.044836978506511,0.03131220244967492,3371
raw,20,0,0.3,equal,21,0.5132925069555634,0.706963819935863,,-0.2940485050274385,0.5,9.942450311480274,0.020723692566970695,3371
raw,20,0,0.3,volinv,5,0.17235989578379596,0.21734280614174617,,-0.3075606467522851,0.4875,27.590625889941006,0.05723185617396514,3371
raw,20,0,0.3,volinv,10,0.11617974629377699,0.14868604207499214,,-0.34993809697384504,0.5,18.073699390608898,0.037452262073074595,3371
raw,20,0,0.3,volinv,21,0.37418702430916934,0.5181330232058546,,-0.29310508384537637,0.475,10.997240460793684,0.022853438696272963,3371
raw,20,2,0.1,equal,5,-0.20430105713266344,-0.2350826127691064,,-0.3950101036679833,0.475,28.715989320676357,0.061269981093771735,3371
raw,20,2,0.1,equal,10,0.2330980049161564,0.3110110690424845,,-0.4083270396102159,0.525,19.057609018095523,0.0403786468000249,3371
raw,20,2,0.1,equal,21,0.11148121465407529,0.12996019815748275,,-0.25206119795229753,0.475,11.93094037377633,0.025354544985750998,3371
raw,20,2,0.1,volinv,5,-0.22733754001114626,-0.2564557372412664,,-0.4275028928723714,0.4625,34.98002616470282,0.07439824479999572,3371
raw,20,2,0.1,volinv,10,0.30585744132081505,0.4119197772338325,,-0.3542481572713744,0.5,22.089539882956252,0.04671248300981182,3371
raw,20,2,0.1,volinv,21,0.018065419354219073,0.021133908861102738,,-0.26060752000478893,0.45,12.802710704643724,0.02719228431593556,3371
raw,20,2,0.2,equal,5,-0.04219819958650316,-0.051257654830549025,,-0.3857438971531224,0.4125,23.843434643078666,0.049942024379258945,3371
raw,20,2,0.2,equal,10,0.13109797416221713,0.174382019255233,,-0.4256592863997699,0.5125,17.169245705347755,0.03586287213512288,3371
raw,20,2,0.2,equal,21,-0.009723791264402861,-0.01122478382728071,,-0.3333322914882082,0.4,10.900676896523828,0.022783651072963665,3371
raw,20,2,0.2,volinv,5,-0.006877287909193678,-0.008204460223586682,,-0.33645728959585264,0.45,30.68470991013983,0.06405633021748386,3371
raw,20,2,0.2,volinv,10,0.1065221236918024,0.1405102172205849,,-0.4604705655524023,0.4875,20.210153746573685,0.04208523006354222,3371
raw,20,2,0.2,volinv,21,-0.09072595570231476,-0.10479006941011347,,-0.29584818020729853,0.4375,11.938566323012116,0.024899687939403958,3371
raw,20,2,0.3,equal,5,-0.10307575122623976,-0.12176765401484424,,-0.3904487400651724,0.425,20.514883633127475,0.04272993013431583,3371
raw,20,2,0.3,equal,10,0.17940708819300494,0.22840395728529492,,-0.36580597548489124,0.5,14.581014535746071,0.030340104613612903,3371
raw,20,2,0.3,equal,21,-0.01845292654254767,-0.02159263827225725,,-0.323978985932899,0.4125,9.72815188371403,0.02020453719513743,3371
raw,20,2,0.3,volinv,5,-0.141547430974273,-0.1606140294056702,,-0.3765572909631194,0.4375,27.29394944264951,0.056560085269005245,3371
raw,20,2,0.3,volinv,10,0.14464794134686257,0.1826198255210521,,-0.38177238903477984,0.5,17.65736119942302,0.03658906936793852,3371
raw,20,2,0.3,volinv,21,-0.12216318853112763,-0.1439762813747977,,-0.3078750563934919,0.425,10.810113863289756,0.022390841174120213,3371
raw,30,0,0.1,equal,5,0.39337686841845343,0.5500894521709632,,-0.2223080512152572,0.4625,24.903470780183923,0.052994913994151294,3371
raw,30,0,0.1,equal,10,0.3082084063061518,0.4293859662761876,,-0.21845722262337042,0.475,16.819934737466628,0.03564173484779083,3371
raw,30,0,0.1,equal,21,0.42506601584219317,0.47506639237896714,,-0.2378626480565198,0.575,9.578641352714328,0.02040343749818339,3371
raw,30,0,0.1,volinv,5,0.24653938975731843,0.3265689221322443,,-0.2818467127236821,0.475,32.486574339417444,0.06899046327855218,3371
raw,30,0,0.1,volinv,10,0.1760398832310466,0.2351592585310463,,-0.28973343180325895,0.475,20.223028245568894,0.042760082160294505,3371
raw,30,0,0.1,volinv,21,0.37346925635618355,0.41563653963898944,,-0.23801856964229495,0.5625,10.655893617117535,0.022632501892175496,3371
raw,30,0,0.2,equal,5,0.23347012248123092,0.31964855331544245,,-0.33018687516185596,0.475,19.68005177853888,0.0411796919822123,3371
raw,30,0,0.2,equal,10,0.09321720396520496,0.1255373232314326,,-0.3240786193232913,0.5,14.252236994687308,0.029727468112353852,3371
raw,30,0,0.2,equal,21,0.5318837117213416,0.6279882281590609,,-0.21785730534054681,0.5375,8.79937434265527,0.01839237330969866,3371
raw,30,0,0.2,volinv,5,0.11571251534488661,0.15124432770366805,,-0.3976167790061703,0.4875,26.88451094620294,0.056063649188145256,3371
raw,30,0,0.2,volinv,10,0.0038038872660994968,0.004905277539694526,,-0.38666595959991046,0.5,17.662105083628532,0.036734344195971505,3371
raw,30,0,0.2,volinv,21,0.44120004465379387,0.523373283180545,,-0.19865076839504114,0.525,10.030082499227744,0.020896564309884506,3371
raw,30,0,0.3,equal,5,0.15786345478035319,0.20832045252949172,,-0.3202607595614644,0.45,16.489312585960462,0.0343210635487903,3371
raw,30,0,0.3,equal,10,0.18435216975882956,0.24105789932946312,,-0.33179452245888297,0.5,11.96038941776112,0.02481903910611733,3371
raw,30,0,0.3,equal,21,0.3561285316659171,0.42029078470609615,,-0.24563084492883613,0.4875,7.770809848709582,0.016146780365827368,3371
raw,30,0,0.3,volinv,5,0.033470680060546446,0.042609687757153986,,-0.37503911006434887,0.45,23.78296392637984,0.04924572892652125,3371
raw,30,0,0.3,volinv,10,0.07781025551460262,0.0986682871225887,,-0.38184404308784603,0.4375,15.404816646083962,0.03183060030937854,3371
raw,30,0,0.3,volinv,21,0.21586305116996585,0.2519847534060929,,-0.23239051633479835,0.4625,9.106140740105554,0.0188540914455622,3371
raw,30,2,0.1,equal,5,0.375747285298727,0.47946277916162655,,-0.18953831877398897,0.525,23.65754968851973,0.05021807834078226,3371
raw,30,2,0.1,equal,10,0.022062275289879172,0.021888251145681388,,-0.27957985958963383,0.55,15.828181548501929,0.03352006523802268,3371
raw,30,2,0.1,equal,21,0.2812107371419419,0.3083997098120905,,-0.2647859499741173,0.525,9.80789083358054,0.02082285076968201,3371
raw,30,2,0.1,volinv,5,0.2562936418529208,0.3280532980182368,,-0.2949875278363623,0.525,31.30358068062498,0.06638464696296927,3371
raw,30,2,0.1,volinv,10,-0.045804188823926825,-0.04588878534244593,,-0.2716664857565315,0.525,19.514857260047823,0.041220079602060186,3371
raw,30,2,0.1,volinv,21,0.17641657797949706,0.19211461344947234,,-0.24670859746509521,0.5125,10.956660759015566,0.023204049177378117,3371
raw,30,2,0.2,equal,5,0.0681866579154443,0.08319664354290517,,-0.2801949775328897,0.425,19.163075429465227,0.04006943336528884,3371
raw,30,2,0.2,equal,10,-0.1354461218605838,-0.13705027187832616,,-0.2500477196568993,0.4875,13.567401094900355,0.028343199811752814,3371
raw,30,2,0.2,equal,21,0.16651367349887458,0.18920701762323602,,-0.24444448077833492,0.5125,9.065774925163831,0.018948550356961073,3371
