signal,lookback_d,skip_d,top_frac,weighting,rebal_d,sharpe,sortino,mc_p5,max_dd,months_in_profit,ann_turnover,cost_drag,n_obs
raw,5,0,0.1,equal,5,0.22186803871834332,0.3047392569449669,,-0.3925707597217113,0.45569620253164556,233.7980494500877,1.3331105610338103,57696
raw,5,0,0.1,equal,10,0.3932688367032023,0.54321107988289,,-0.39230899724099066,0.5316455696202531,118.52603308135754,0.6701342620770604,57696
raw,5,0,0.1,equal,21,0.10097911997210529,0.13462240198129855,,-0.41388717588736645,0.46835443037974683,58.9758190021293,0.3341060270219704,57696
raw,5,0,0.1,volinv,5,0.32606881166970214,0.4442983820159228,,-0.33561594185867716,0.5443037974683544,241.1507118364408,1.3529815302303032,57696
raw,5,0,0.1,volinv,10,0.333231236740463,0.45564562223199795,,-0.410390141067856,0.5316455696202531,122.27417011396179,0.6811846037668559,57696
raw,5,0,0.1,volinv,21,0.11474675866542289,0.15229602568786882,,-0.39044983750016515,0.4810126582278481,59.98985030357956,0.33575180998000087,57696
raw,5,0,0.2,equal,5,0.5331855747635402,0.7693583562780255,,-0.4011046681541205,0.5443037974683544,223.14646157912352,1.1655925631320314,57696
raw,5,0,0.2,equal,10,0.5898829081286702,0.8497268604278546,,-0.26053562801088825,0.5569620253164557,112.85875664486163,0.5941581175778068,57696
raw,5,0,0.2,equal,21,0.0010625331528470612,0.0015243836625381904,,-0.4546423035844369,0.4177215189873418,56.672347806421996,0.29494921639155336,57696
raw,5,0,0.2,volinv,5,0.4978128637902396,0.7168543970593828,,-0.36744801993272125,0.569620253164557,233.6668749228582,1.1955148585773592,57696
raw,5,0,0.2,volinv,10,0.5629289076674657,0.8156679281122693,,-0.21986847964733303,0.5569620253164557,117.46311588394371,0.6050914223172662,57696
raw,5,0,0.2,volinv,21,-0.06386137005566273,-0.09145850037338514,,-0.43842598380726605,0.46835443037974683,58.27653550743874,0.2973961547228635,57696
raw,5,0,0.3,equal,5,0.2923469962671262,0.4228599138941109,,-0.45642797466759655,0.5316455696202531,202.95003592535775,1.0188152882673982,57696
raw,5,0,0.3,equal,10,0.5706617207386498,0.8385998138519422,,-0.2639261822031971,0.5569620253164557,102.66072358955189,0.5177241020051675,57696
raw,5,0,0.3,equal,21,-0.12976611124310516,-0.1869237185842706,,-0.4365018062214644,0.43037974683544306,51.82987292659298,0.25908009766150997,57696
raw,5,0,0.3,volinv,5,0.26157143057325694,0.3759412516874416,,-0.4386179562073256,0.5569620253164557,215.5140644662639,1.058316817786281,57696
raw,5,0,0.3,volinv,10,0.4708077376225395,0.6914143334122638,,-0.29479910677080134,0.5189873417721519,108.08135653645944,0.5327577874667575,57696
raw,5,0,0.3,volinv,21,-0.12230918177616822,-0.17664181242037125,,-0.3954846871128478,0.4936708860759494,53.73507808784766,0.2629767616158388,57696
raw,5,2,0.1,equal,5,0.19658847861195658,0.27102785523491324,,-0.31873365289236655,0.5316455696202531,232.69679284248747,1.3359463208006377,57696
raw,5,2,0.1,equal,10,0.8415421056836794,1.1825421941426995,0.12901902867056328,-0.22469914880547093,0.6075949367088608,117.53639086001817,0.669210015301138,57696
raw,5,2,0.1,equal,21,0.2748296262931141,0.3796080484775949,,-0.23987382758406572,0.4936708860759494,58.50495131370755,0.32976260916756317,57696
raw,5,2,0.1,volinv,5,0.21272749432674326,0.28893704960896965,,-0.21447211040628011,0.4936708860759494,242.74843439983286,1.3688665686158368,57696
raw,5,2,0.1,volinv,10,0.8260264732733326,1.1470798523828694,0.11654749285797049,-0.23131081567698686,0.569620253164557,121.1582409031009,0.6752852480207165,57696
raw,5,2,0.1,volinv,21,0.22864813682177573,0.3133243273561907,,-0.23444514086676393,0.45569620253164556,59.425707042894494,0.3299859605302273,57696
raw,5,2,0.2,equal,5,0.06804884355686447,0.09828551489774956,,-0.4065342645374357,0.4936708860759494,223.8435433012583,1.169139161453348,57696
raw,5,2,0.2,equal,10,0.8277818879151406,1.1907615147518809,0.206815041972432,-0.2302173132875186,0.5443037974683544,113.58129492070357,0.5935221304631136,57696
raw,5,2,0.2,equal,21,0.11898362525512111,0.1680169900820461,,-0.38234446890819607,0.5189873417721519,56.39884325493011,0.2922653432257735,57696
raw,5,2,0.2,volinv,5,0.013730801356361443,0.019795332986470394,,-0.38201799843276285,0.5063291139240507,236.00450299185377,1.2110228501445601,57696
raw,5,2,0.2,volinv,10,0.9004907196469736,1.2946766546110762,0.2101835006421762,-0.17793485979049706,0.569620253164557,118.72512621561192,0.6087590500201934,57696
raw,5,2,0.2,volinv,21,0.23289730770875147,0.32228345708844114,,-0.35422279839503557,0.5569620253164557,57.89280873443588,0.2943551084678077,57696
raw,5,2,0.3,equal,5,0.09894973741600907,0.14373671938378899,,-0.43225635603946433,0.5063291139240507,203.21801731403534,1.0194460965861394,57696
raw,5,2,0.3,equal,10,1.0856792467227878,1.5930232692402426,0.418578180801614,-0.2113883368021784,0.569620253164557,102.3397423523807,0.512590162512836,57696
raw,5,2,0.3,equal,21,0.029942613770201017,0.042532990806577214,,-0.40310435279412893,0.4936708860759494,51.406348744209026,0.2577306431772215,57696
raw,5,2,0.3,volinv,5,0.0343856830267914,0.04968432724907959,,-0.44699746147192154,0.5189873417721519,216.90238140911418,1.0660929490262876,57696
raw,5,2,0.3,volinv,10,1.2281494636381454,1.796904685954322,0.5556796264746069,-0.17726002956319264,0.620253164556962,107.88198149717107,0.5284697561129387,57696
raw,5,2,0.3,volinv,21,0.2715806293545363,0.37814011991200147,,-0.3451000732438304,0.5443037974683544,53.107392921618626,0.26123969072231584,57696
raw,10,0,0.1,equal,5,0.5568619655774771,0.7845657111109497,,-0.3632271696354148,0.5822784810126582,178.23122393182712,1.0173162009220345,57696
raw,10,0,0.1,equal,10,0.7822223743725419,1.1117062991411,0.13052385442439812,-0.3268863958167313,0.4810126582278481,117.42971614030266,0.6683115674580923,57696
raw,10,0,0.1,equal,21,0.17784349032226648,0.24853668839442242,,-0.4073190877503008,0.4810126582278481,58.088627251376835,0.3335286254620931,57696
raw,10,0,0.1,volinv,5,0.46932567824736976,0.6504308493495035,,-0.2578553777850907,0.569620253164557,193.78808848077963,1.0820539405738738,57696
