scheme,sharpe,config,sharpe_single,max_dd,months_in_profit,n_refits
in-sample best (overfit),1.1055644383833487,"{'signal': 'raw', 'lb': 252, 'sk': 7, 'tf': 0.1, 'wt': 'equal', 'rb': 21}",,,,
WF roll 2y/6m,0.48867676783032715,top10 ensemble,0.27956861002414907,-0.17379242560839847,0.4909090909090909,9.0
WF roll 3y/1y,0.3554688879445743,top10 ensemble,0.04825308293619071,-0.17033471259327526,0.4864864864864865,3.0
WF anch 2y/6m,0.2719575394234033,top10 ensemble,0.4148024187439888,-0.1744906994605362,0.4909090909090909,9.0
WF anch 3y/1y,0.4354184874706736,top10 ensemble,0.2504528818224432,-0.17033471259327526,0.4594594594594595,3.0
fixed a-priori (no selection),0.7051095792672476,"{'signal': 'riskadj', 'lb': 30, 'sk': 0, 'tf': 0.3, 'wt': 'equal', 'rb': 21}",,-0.2760670870504973,0.5822784810126582,
