tf,sharpe_at_tf,sharpe_daily_agg,ann_return,max_dd,skew,ann_turnover,n_bars
1d,0.8129170099145563,0.8129170099145526,0.1492218100458227,-0.2937068176123677,-6.353498728479542,52.232060481804204,1952
4h,3.3942262990508385,2.9823946496906704,0.8151792481468123,-0.26457276436037136,-18.610631344644382,52.36559139784946,11722
1h,5.153350446416805,3.4201776564342863,1.3798491170974772,-0.3339087146126314,-23.756363909434917,52.36559139784946,46894
