book,sharpe,mc_p5,max_dd,worst_day,ruin_days,months_in_profit,skew,psr_gt0,n_obs
VRP_timed_capped2.5_wingfree,8.209148001556303,7.327841988140933,-0.06472946593137097,-0.03686909044243934,0,0.8923076923076924,-0.9946328374028458,1.0,1952
VRP_BTCUSDT_timed,1.1131570916006168,0.17058771069327322,-0.32003423851401336,-0.21988752109594817,0,0.6153846153846154,-7.566988747539848,0.9814345244483346,1952
VRP_baseline_alwaysshort,0.8129170099145563,0.03533372953618745,-0.2937068176123677,-0.15990706376632438,0,0.6307692307692307,-6.353498728479542,0.950489095031821,1952
VRP_timed_rich,0.6358378680926899,-0.1245349070723696,-0.32602806199838263,-0.1642105559899994,0,0.6307692307692307,-6.672604764745918,0.90658004220146,1952
VRP_ETHUSDT_timed,0.06673844499451195,-0.6261005210968067,-0.5807043657385578,-0.2902820065260201,0,0.5538461538461539,-10.217136419123069,0.5602397200609175,1952
PLACEBO_fair_strike,-0.8205779043033385,,-0.6892099175405266,-0.15688339333373572,0,0.5076923076923077,-6.363175021817225,0.014478046666213855,1952
