sleeve,kind,tf,family,sharpe,mc_p5,mc_p50,max_dd,months_in_profit,turnover,placebo_sharpe,screened,wf_oos,accepted
OPUSDT_1h_breakout,crypto,1h,breakout,-1.081759557547291,,,-0.2944876091717217,0.4,365.6154305032753,-3.16226045113926,False,,False
1000FLOKIUSDT_1h_trend,crypto,1h,trend,0.04728400531163943,,,-0.24066912912451366,0.5128205128205128,97.17864260192489,-8.1316211428142,False,,False
1000FLOKIUSDT_1h_carry,crypto,1h,carry,-0.6190508112830427,,,-0.21697553146078874,0.41025641025641024,115.17987057528215,-4.256577161445327,False,,False
1000FLOKIUSDT_1h_mean_reversion,crypto,1h,mean_reversion,-1.7467360988957155,,,-0.4673879357904943,0.20512820512820512,672.3097498906635,-5.305417990357444,False,,False
1000FLOKIUSDT_1h_breakout,crypto,1h,breakout,-0.4565526707802225,,,-0.15017198582387203,0.41025641025641024,254.35521346705133,-3.2684210734338297,False,,False
ENSUSDT_1h_trend,crypto,1h,trend,-0.16069053775472605,,,-0.3200655339674209,0.47368421052631576,162.6743723251421,-8.981479667416991,False,,False
ENSUSDT_1h_carry,crypto,1h,carry,-0.6007113924458842,,,-0.2843386073521448,0.42105263157894735,181.1993200459217,-4.832361785360369,False,,False
ENSUSDT_1h_mean_reversion,crypto,1h,mean_reversion,-1.5049576283471209,,,-0.5596867645289886,0.24561403508771928,1065.8985362843982,-5.9323240636056385,False,,False
ENSUSDT_1h_breakout,crypto,1h,breakout,-1.1925813354152788,,,-0.34716045466112533,0.3333333333333333,417.50815282345303,-3.5382477320089105,False,,False
COMPUSDT_1h_trend,crypto,1h,trend,-0.0019728798555017205,,,-0.43875860828708513,0.5135135135135135,206.43265165611538,-9.380701462187305,False,-0.03351352955262768,False
COMPUSDT_1h_carry,crypto,1h,carry,-0.5355235703247341,,,-0.42524182431917246,0.40540540540540543,181.48224447424067,-4.700665029189375,False,-1.8635583777076763,False
COMPUSDT_1h_mean_reversion,crypto,1h,mean_reversion,-1.347736768965853,,,-0.5754838577277451,0.33783783783783783,1393.9731351717628,-6.664240995669124,False,,False
COMPUSDT_1h_breakout,crypto,1h,breakout,-1.3000715607584141,,,-0.4520763877230033,0.28378378378378377,536.9242061411105,-3.400579964873043,False,,False
GRTUSDT_1h_trend,crypto,1h,trend,0.2107971553165189,,,-0.31229832340011066,0.45588235294117646,181.80859847386563,-8.609729689860146,False,-0.3062397317571829,False
GRTUSDT_1h_carry,crypto,1h,carry,-0.18887085647488214,,,-0.28869479696171807,0.45588235294117646,202.02711100389598,-4.56720721312495,False,0.2884841717697399,False
GRTUSDT_1h_mean_reversion,crypto,1h,mean_reversion,-1.8253337653957296,,,-0.66465527494906,0.3382352941176471,1239.863099061683,-6.622935528064429,False,,False
GRTUSDT_1h_breakout,crypto,1h,breakout,-1.5116941170404927,,,-0.4445406541376865,0.20588235294117646,491.9344322574079,-3.219138749681477,False,,False
IOTAUSDT_1h_trend,crypto,1h,trend,-0.0073062249164564785,,,-0.29011973433332616,0.5256410256410257,220.92842865495118,-11.722370497553399,False,,False
IOTAUSDT_1h_carry,crypto,1h,carry,-0.12357161570438245,,,-0.1826178460425616,0.5,177.35742483306103,-4.507283081278128,False,0.35840512703149924,False
IOTAUSDT_1h_mean_reversion,crypto,1h,mean_reversion,-2.9609021212043465,,,-0.8603225259144776,0.1794871794871795,1567.2450453996096,-7.8765391990190965,False,,False
IOTAUSDT_1h_breakout,crypto,1h,breakout,-1.70207835494787,,,-0.526779442283392,0.32051282051282054,611.82045406528,-3.7610262846282763,False,,False
RUNEUSDT_1h_trend,crypto,1h,trend,0.4522355911021193,,,-0.18755264735499022,0.6056338028169014,171.63402743487674,-8.887973066668042,False,,False
RUNEUSDT_1h_carry,crypto,1h,carry,-0.2581378337059354,,,-0.31030559767974075,0.4647887323943662,175.91926280952242,-3.583911661140384,False,-0.39213561018245946,False
RUNEUSDT_1h_mean_reversion,crypto,1h,mean_reversion,-2.0685637388900076,,,-0.7082053631587557,0.2676056338028169,1273.3285872224633,-6.037032857085823,False,,False
RUNEUSDT_1h_breakout,crypto,1h,breakout,-0.9664020295438605,,,-0.3580223451108281,0.352112676056338,550.9019601990924,-3.768110183831431,False,,False
BTCUSDT_4h_trend,crypto,4h,trend,0.8297930544694353,0.23456969326315563,0.7947051534446794,-0.28681929898501435,0.5949367088607594,87.82836390929248,-2.818091241057987,True,0.6233442972210262,True
BTCUSDT_4h_carry,crypto,4h,carry,-0.32566709285461704,,,-0.38510384160103517,0.4810126582278481,369.28161135204124,-1.6643684196724653,False,-0.6497796896613498,False
BTCUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-0.8368847592689671,,,-0.4730590441782102,0.4050632911392405,637.5495033660322,-1.187540048589396,False,,False
BTCUSDT_4h_breakout,crypto,4h,breakout,0.13773199396949756,,,-0.09510485108870659,0.4177215189873418,267.95238854148806,-0.7567264168523773,False,,False
ETHUSDT_4h_trend,crypto,4h,trend,0.4030512995514986,,,-0.39285248834716013,0.5189873417721519,72.84972716675742,-2.288005675694181,False,-0.18113756188379307,False
ETHUSDT_4h_carry,crypto,4h,carry,0.13575679839220414,,,-0.1604572430419522,0.5189873417721519,273.1162501633784,-1.1765276226990917,False,,False
ETHUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-0.9240004264153194,,,-0.46602530554919885,0.34177215189873417,488.13522269973123,-1.4550021526457957,False,,False
ETHUSDT_4h_breakout,crypto,4h,breakout,0.6819939944173663,0.001371630762652985,0.6546862258353052,-0.09610615436548797,0.5949367088607594,202.79405370375122,-0.9115078029861807,True,0.627342221038329,True
BNBUSDT_4h_trend,crypto,4h,trend,1.1461151245784202,0.5109096110757106,1.17536304308229,-0.18888681300821775,0.5256410256410257,81.69528614195875,-2.323175601296307,True,1.157837993017962,True
BNBUSDT_4h_carry,crypto,4h,carry,-0.2565459189142259,,,-0.18704006869920786,0.48717948717948717,227.48176867942033,-0.991057936696192,False,,False
BNBUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-1.2711792801248634,,,-0.5641776047586762,0.4230769230769231,551.9098331816349,-2.06616999852627,False,,False
BNBUSDT_4h_breakout,crypto,4h,breakout,0.4703314826142617,,,-0.1493099838737375,0.48717948717948717,224.1811340485055,-1.4469776394028508,False,0.27939670912477715,False
XRPUSDT_4h_trend,crypto,4h,trend,-0.21040361551696776,,,-0.5097813569887045,0.46835443037974683,73.87420983967556,-2.338476640265226,False,,False
XRPUSDT_4h_carry,crypto,4h,carry,-0.3411291411707892,,,-0.3414202258749175,0.4177215189873418,236.62858167530413,-0.2995895163577682,False,,False
XRPUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-1.0487838138044803,,,-0.5177982033484543,0.3924050632911392,431.0026074785543,-1.0955722396467695,False,,False
XRPUSDT_4h_breakout,crypto,4h,breakout,0.1862960445356762,,,-0.10733130930243306,0.45569620253164556,158.82050470631714,-0.3588917790922777,False,,False
SOLUSDT_4h_trend,crypto,4h,trend,0.38532891893479493,,,-0.2754762494834577,0.5070422535211268,46.33173718945889,-1.793858417078192,False,0.12758186421189785,False
SOLUSDT_4h_carry,crypto,4h,carry,-0.6133179420123716,,,-0.3621450788329985,0.43661971830985913,165.1898540807589,-0.2832061050775584,False,,False
SOLUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-0.7169693683652358,,,-0.48929403834965746,0.43661971830985913,317.3512989715453,-1.4405078563284581,False,,False
SOLUSDT_4h_breakout,crypto,4h,breakout,0.2725979414341385,,,-0.18140694587556827,0.5774647887323944,142.81821390074447,-1.2599047494671638,False,-2.511893420768963,False
TRXUSDT_4h_trend,crypto,4h,trend,0.44370857743750813,,,-0.4751002515767422,0.5949367088607594,111.36479831020168,-2.7630540576098737,False,-0.2660472513306991,False
TRXUSDT_4h_carry,crypto,4h,carry,-0.37119625663571015,,,-0.37259160672786873,0.3670886075949367,314.04098271919156,-1.2729900816894644,False,,False
TRXUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-1.2198625899955076,,,-0.5547157379914075,0.379746835443038,701.4825532300781,-2.108956078873579,False,,False
TRXUSDT_4h_breakout,crypto,4h,breakout,-0.1566856334437701,,,-0.24049592453661373,0.4177215189873418,318.01970989085584,-1.5274262982978881,False,,False
DOGEUSDT_4h_trend,crypto,4h,trend,0.8628489503208375,0.1364479196990048,0.8181500947283203,-0.1895052159099232,0.5616438356164384,49.11901821740787,-1.9255927043174887,True,0.3798902640773067,False
DOGEUSDT_4h_carry,crypto,4h,carry,-0.45376548772059583,,,-0.3878767096805671,0.4383561643835616,199.6632271304666,-1.1383088634042449,False,,False
DOGEUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-1.4893484412618674,,,-0.6850610662224268,0.273972602739726,370.00985966216336,-1.7571891825569854,False,,False
DOGEUSDT_4h_breakout,crypto,4h,breakout,0.5890898100706191,-0.10800989032779755,0.5975097998374513,-0.18829516905170185,0.4931506849315068,124.595563784277,-0.7698990329822444,False,0.7819173457341138,False
ZECUSDT_4h_trend,crypto,4h,trend,0.6006727459095257,-0.10848452660284748,0.5812883041201637,-0.2255949767972617,0.5512820512820513,48.45135443292391,-2.2812317955482238,False,-0.17338031212048208,False
ZECUSDT_4h_carry,crypto,4h,carry,0.62927449858322,-0.03484283134635229,0.6286060570204999,-0.1651856415457328,0.46153846153846156,112.39632190670274,-1.1748766325752718,False,,False
ZECUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-1.2770534926649206,,,-0.5786931755268316,0.34615384615384615,335.95863323806464,-0.9179776570867931,False,,False
ZECUSDT_4h_breakout,crypto,4h,breakout,0.12492835842056539,,,-0.11276676657243012,0.47435897435897434,134.56254070543875,-1.2036764813195333,False,,False
ADAUSDT_4h_trend,crypto,4h,trend,0.929558129523,0.32693790635170605,0.9639849912699145,-0.2005876766244441,0.5316455696202531,51.081231426362585,-1.9380353859261477,True,0.7979031841189526,True
ADAUSDT_4h_carry,crypto,4h,carry,-0.6807693598173205,,,-0.38004962424966193,0.35443037974683544,183.16158689940184,-1.2746811565712381,False,-1.5958517479749368,False
ADAUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-1.608880257148486,,,-0.6826042980684013,0.2911392405063291,386.4504311768145,-1.3053725912776446,False,,False
ADAUSDT_4h_breakout,crypto,4h,breakout,0.7983635931644345,0.17043687779631,0.7792758161376593,-0.12936850440813052,0.5822784810126582,161.2248303912724,-0.06782384790090461,True,0.8062760930198759,True
XMRUSDT_4h_trend,crypto,4h,trend,-0.09572004799306394,,,-0.516559733254387,0.47435897435897434,77.08575935769812,-3.048857058906467,False,-1.051142278396736,False
XMRUSDT_4h_carry,crypto,4h,carry,0.01680666634935423,,,-0.2409390804052386,0.44871794871794873,168.1298262141799,-1.2192181181675048,False,-0.009152300741251933,False
XMRUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-0.2853504732540113,,,-0.24256271939019625,0.4358974358974359,494.9069192631498,-1.5657180613276311,False,,False
XMRUSDT_4h_breakout,crypto,4h,breakout,-0.29877476399280506,,,-0.2122226974622805,0.47435897435897434,190.02645213116512,-1.0888137786628944,False,,False
LINKUSDT_4h_trend,crypto,4h,trend,0.27065850248510115,,,-0.34013594212450915,0.5316455696202531,51.55347263546477,-2.232463138773383,False,-0.4478016936228317,False
LINKUSDT_4h_carry,crypto,4h,carry,-0.2687642751360073,,,-0.31154061418414436,0.46835443037974683,176.1399506974024,-0.5741019441132271,False,-0.8726432180258687,False
LINKUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-0.9439778403192923,,,-0.5077181667391006,0.3670886075949367,372.4243182801138,-1.3364596957154513,False,,False
LINKUSDT_4h_breakout,crypto,4h,breakout,-0.08977263708280371,,,-0.2273489249530446,0.4177215189873418,156.7774034498358,-0.3172201575139112,False,-1.0312935070826683,False
XLMUSDT_4h_trend,crypto,4h,trend,0.14792635439350857,,,-0.311436968414334,0.4936708860759494,71.54945147979686,-2.5645284247784317,False,0.27949150947720447,False
XLMUSDT_4h_carry,crypto,4h,carry,0.2710140622257374,,,-0.17697209455996987,0.6329113924050633,213.86989170216268,-0.972881769958929,False,,False
XLMUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-1.4139294523559662,,,-0.646789214156851,0.35443037974683544,423.74720027567736,-1.076496621605506,False,,False
XLMUSDT_4h_breakout,crypto,4h,breakout,0.22237287719470447,,,-0.12302885031032929,0.379746835443038,166.58168086063017,-0.663616104589111,False,,False
BCHUSDT_4h_trend,crypto,4h,trend,-0.08959296494815967,,,-0.42117079382662914,0.45569620253164556,67.53426204464701,-1.6485658601304802,False,,False
BCHUSDT_4h_carry,crypto,4h,carry,-0.5010534338262949,,,-0.3360502959013395,0.43037974683544306,204.98600901202616,-1.5264012274830494,False,,False
BCHUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-1.1223860857776418,,,-0.580738542038274,0.3291139240506329,405.40934256728195,-1.2544433121760876,False,,False
BCHUSDT_4h_breakout,crypto,4h,breakout,-0.06348176106352953,,,-0.2104373596063973,0.4810126582278481,155.10457389642653,-0.8498642125154998,False,0.3298866209920362,False
LTCUSDT_4h_trend,crypto,4h,trend,-0.06248532724647768,,,-0.3676437453885474,0.45569620253164556,68.1787207995238,-2.9018552607064745,False,,False
LTCUSDT_4h_carry,crypto,4h,carry,-0.20294852980391231,,,-0.35572171159641275,0.4810126582278481,238.61465574148477,-1.4620425052882213,False,,False
LTCUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-0.9529061813929376,,,-0.5045023394565131,0.34177215189873417,448.4083098705038,-1.5907000266348907,False,,False
LTCUSDT_4h_breakout,crypto,4h,breakout,-0.12870417854556618,,,-0.14885860338882584,0.4430379746835443,163.01649351930442,-1.0223481489688793,False,,False
HBARUSDT_4h_trend,crypto,4h,trend,0.748863695241731,0.13172597576292255,0.7668651188521309,-0.1645516938261441,0.5846153846153846,42.45382298679496,-1.7346637528409408,True,1.2290879623449824,True
HBARUSDT_4h_carry,crypto,4h,carry,-0.0723133431880938,,,-0.24974878758927732,0.4153846153846154,145.24026651958366,-0.8620720135245026,False,,False
HBARUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-1.2025214144469814,,,-0.5462913581549834,0.36923076923076925,318.4942544404397,-1.937337756807223,False,,False
HBARUSDT_4h_breakout,crypto,4h,breakout,0.03314371473684216,,,-0.14983732662146187,0.5230769230769231,125.59750878270589,-0.6535478706202081,False,,False
1000SHIBUSDT_4h_trend,crypto,4h,trend,0.5920723377800614,-0.20643637149253188,0.5620594838585502,-0.18653501934101102,0.5079365079365079,39.2668741726701,-1.9024001303272906,False,0.9145589792530344,False
1000SHIBUSDT_4h_carry,crypto,4h,carry,-0.9603228720338075,,,-0.4258145933560179,0.4126984126984127,162.6738526017896,-0.507820384473852,False,,False
1000SHIBUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-1.3770463217271098,,,-0.5608244041774719,0.36507936507936506,303.248657267539,-1.0958842307202215,False,,False
1000SHIBUSDT_4h_breakout,crypto,4h,breakout,0.19031393454157047,,,-0.13862270504770458,0.3968253968253968,107.81740349103804,0.14140046853888977,False,,False
AVAXUSDT_4h_trend,crypto,4h,trend,0.40731489509985597,,,-0.23773251204442603,0.5070422535211268,43.37487000060948,-1.5983901087431476,False,0.05526895712215117,False
AVAXUSDT_4h_carry,crypto,4h,carry,-0.6025100341364186,,,-0.43895226637513063,0.4084507042253521,164.37192145058643,-0.9494613193806678,False,,False
AVAXUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-0.7861567316632311,,,-0.43108648892828816,0.4225352112676056,322.83199586914714,-1.87410508574927,False,,False
AVAXUSDT_4h_breakout,crypto,4h,breakout,-0.25814016198674716,,,-0.23318752143962684,0.352112676056338,131.532780100663,-0.7359555636339697,False,-3.214115469630722,False
SUIUSDT_4h_trend,crypto,4h,trend,1.0204892597792485,0.09920705226897887,0.9966737673880601,-0.15883190388425228,0.6923076923076923,22.543688258630738,-1.2537508074880082,True,0.1954991353595713,False
SUIUSDT_4h_carry,crypto,4h,carry,-0.039339842474264114,,,-0.11726798718095244,0.5384615384615384,99.95631541046524,-0.8186548448507558,False,,False
SUIUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-1.1788612141766608,,,-0.32276748308293546,0.3333333333333333,165.32506772711042,-1.436260875466501,False,,False
SUIUSDT_4h_breakout,crypto,4h,breakout,-0.4562019162762685,,,-0.12369868561117514,0.3076923076923077,67.52446729569954,0.21469756821590152,False,,False
UNIUSDT_4h_trend,crypto,4h,trend,0.5158027297780599,-0.1602782564914705,0.5226419130642131,-0.2304048773324866,0.6056338028169014,40.48807990355337,-1.5317185931441943,False,-0.048140772294319026,False
UNIUSDT_4h_carry,crypto,4h,carry,-0.677290635325504,,,-0.43069078250496484,0.4788732394366197,157.4058623499956,-1.431286170780412,False,-0.6862920083122934,False
UNIUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-0.023119985380259327,,,-0.2552906934459195,0.4788732394366197,328.1499951450445,-1.0310862891999564,False,,False
UNIUSDT_4h_breakout,crypto,4h,breakout,-0.38861504191554186,,,-0.214997313785528,0.38028169014084506,126.8726646734015,-0.4942203980275951,False,,False
NEARUSDT_4h_trend,crypto,4h,trend,0.4939207595153094,,,-0.366953193211619,0.5285714285714286,35.37492215401894,-1.4042803557901686,False,0.5074220934224508,False
NEARUSDT_4h_carry,crypto,4h,carry,-1.0350050839709588,,,-0.3837400813550862,0.2714285714285714,109.33172436054033,-0.9369265978210356,False,,False
NEARUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-0.8990914346558607,,,-0.42664679123770977,0.4,291.5247319262369,-1.3580252002808493,False,,False
NEARUSDT_4h_breakout,crypto,4h,breakout,0.7263481784153507,0.08232432342391534,0.7016647314219632,-0.0706160700555657,0.5,116.55535609873208,-0.4337233224644609,True,0.5715133013456635,True
DOTUSDT_4h_trend,crypto,4h,trend,0.46721028833166595,,,-0.33141718899027595,0.5416666666666666,49.79358369921387,-1.183347414640489,False,0.42709308519116623,False
DOTUSDT_4h_carry,crypto,4h,carry,-0.00041157612636511523,,,-0.29503428021656886,0.4722222222222222,166.30374131543124,-1.3353962559779882,False,,False
DOTUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-0.8773977672414338,,,-0.4550633800880438,0.375,371.012303355972,-0.9769047078358069,False,,False
DOTUSDT_4h_breakout,crypto,4h,breakout,-0.735163736202911,,,-0.28001308047108564,0.3472222222222222,150.14452568009926,-0.49942428893213053,False,,False
AAVEUSDT_4h_trend,crypto,4h,trend,0.005707598282939841,,,-0.3299264735796852,0.5,42.65781522683056,-2.090975417785773,False,,False
AAVEUSDT_4h_carry,crypto,4h,carry,-0.6368321644808591,,,-0.27539121770563935,0.37142857142857144,140.00085115658032,-0.950504273021514,False,,False
AAVEUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-0.5338286192501225,,,-0.2925630786018477,0.4,300.12370365207937,-1.8136008308851808,False,,False
AAVEUSDT_4h_breakout,crypto,4h,breakout,-0.028550818676098204,,,-0.11887409878408317,0.4714285714285714,123.60586356272239,-0.47349030027015027,False,,False
1000PEPEUSDT_4h_trend,crypto,4h,trend,0.29661994893767774,,,-0.2541545914360943,0.5128205128205128,18.89426862748596,-0.21470503363494253,False,0.09950869249586597,False
1000PEPEUSDT_4h_carry,crypto,4h,carry,-1.4724805585114924,,,-0.3907115859826543,0.3076923076923077,81.93005392689291,0.15360479755622558,False,,False
1000PEPEUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-0.8076233112687017,,,-0.3203872961517146,0.4358974358974359,139.66531326422466,-1.6300021853192563,False,,False
1000PEPEUSDT_4h_breakout,crypto,4h,breakout,0.28380990547643553,,,-0.06839874217305153,0.46153846153846156,55.92301188576951,-0.03802670309429249,False,-0.41499411705708916,False
ICPUSDT_4h_trend,crypto,4h,trend,0.40195243251815366,,,-0.41024402182241837,0.5238095238095238,39.637634559926134,-2.6915268940857917,False,0.4064142360969481,False
ICPUSDT_4h_carry,crypto,4h,carry,-0.7705223692374311,,,-0.30182065444505446,0.3333333333333333,107.10760157107516,-0.980474407412378,False,,False
ICPUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-0.5256804001570099,,,-0.3574956496484414,0.5079365079365079,278.8128492650476,-0.8790313895390058,False,,False
ICPUSDT_4h_breakout,crypto,4h,breakout,0.27682473738160046,,,-0.15289812443140838,0.38095238095238093,112.4140463960455,-1.5273957888307497,False,,False
ETCUSDT_4h_trend,crypto,4h,trend,0.352333562088999,,,-0.25446375562132806,0.5316455696202531,62.44222292009057,-1.1916563309248767,False,0.31442387282466305,False
ETCUSDT_4h_carry,crypto,4h,carry,0.4608820516288621,,,-0.17949205640242372,0.45569620253164556,195.62635104742674,-1.1003159571648486,False,-0.09146498222428565,False
ETCUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-0.8091551476905061,,,-0.5426938709261704,0.35443037974683544,398.3909731768624,-1.7810353070688292,False,,False
ETCUSDT_4h_breakout,crypto,4h,breakout,0.019906146776593765,,,-0.2033930222367729,0.4810126582278481,152.94735902569943,-0.8279160817607361,False,-0.048456649944357486,False
QNTUSDT_4h_trend,crypto,4h,trend,0.04217715991571098,,,-0.2113727595273941,0.5652173913043478,36.10997494071703,-3.589783191780142,False,,False
QNTUSDT_4h_carry,crypto,4h,carry,-1.0417384801297807,,,-0.2977997784725527,0.30434782608695654,142.68239376893132,-2.4099784448489823,False,,False
QNTUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-0.8457836951927482,,,-0.30675183922598426,0.34782608695652173,294.55679359489216,-2.6068036786486206,False,,False
QNTUSDT_4h_breakout,crypto,4h,breakout,-0.4360933547657408,,,-0.1437231147449508,0.34782608695652173,100.70914896441815,-1.1265490264674303,False,,False
ALGOUSDT_4h_trend,crypto,4h,trend,0.6933709209214557,0.09142595824074547,0.6972230310008528,-0.17431726994921337,0.581081081081081,43.206731548268166,-2.261501769051351,True,0.718201880227349,True
ALGOUSDT_4h_carry,crypto,4h,carry,-0.70823398512429,,,-0.30429082486305203,0.36486486486486486,131.47936766331745,-1.0476681976918514,False,,False
ALGOUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-0.8106575908959875,,,-0.41965372375844545,0.3918918918918919,348.27191336488886,-1.7509488892417977,False,,False
ALGOUSDT_4h_breakout,crypto,4h,breakout,-0.5197398575524044,,,-0.26337761068675714,0.3783783783783784,146.8765453089943,-0.6649768899360282,False,,False
ATOMUSDT_4h_trend,crypto,4h,trend,0.31589533388644137,,,-0.3605094464388279,0.5256410256410257,57.44219150444401,-1.8994707652441336,False,-0.03222312999877738,False
ATOMUSDT_4h_carry,crypto,4h,carry,-0.21718612457011183,,,-0.24271992853239133,0.44871794871794873,215.76647644150302,-1.6910079913757985,False,,False
ATOMUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-1.113113614756234,,,-0.5224511441240318,0.34615384615384615,384.1779322941901,-1.8233214125153416,False,,False
ATOMUSDT_4h_breakout,crypto,4h,breakout,-0.31659703330590366,,,-0.2262869819220953,0.3974358974358974,152.50748388481605,-0.23035761558004436,False,,False
FILUSDT_4h_trend,crypto,4h,trend,0.5809748291569049,-0.04305683826795176,0.5705308708068584,-0.3368980479300133,0.5285714285714286,45.33327100573679,-2.4885151154286005,False,0.1302082226596717,False
FILUSDT_4h_carry,crypto,4h,carry,-0.21953301093816724,,,-0.284513055583528,0.4,127.32756999248804,-0.7146617310326415,False,,False
FILUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-1.3344906550368538,,,-0.6413331228317063,0.35714285714285715,306.1551578194245,-0.7694322840454452,False,,False
FILUSDT_4h_breakout,crypto,4h,breakout,0.10641837587657707,,,-0.20858012237762447,0.4142857142857143,114.56845391070624,-1.611183899063529,False,0.27057648310178223,False
ARBUSDT_4h_trend,crypto,4h,trend,0.4041693284942802,,,-0.21839541601054846,0.5853658536585366,24.75883077151154,-1.2603837261860515,False,0.26683881006421895,False
ARBUSDT_4h_carry,crypto,4h,carry,-0.8569836694951066,,,-0.2588071185006179,0.4146341463414634,124.61136797527436,-0.7757386614469833,False,,False
ARBUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-0.3687327515631093,,,-0.24071694675479882,0.4634146341463415,186.4396663081786,-0.9573262227773156,False,,False
ARBUSDT_4h_breakout,crypto,4h,breakout,0.5257262121268473,-0.32865459365592825,0.5313412068433567,-0.08307613031682382,0.5365853658536586,76.91734885235,-0.05961488087752977,False,-0.7885369580721874,False
APTUSDT_4h_trend,crypto,4h,trend,0.12380648384214206,,,-0.35917368556107065,0.4782608695652174,30.942099920850605,-1.6518649177719025,False,-1.4189083019666977,False
APTUSDT_4h_carry,crypto,4h,carry,-0.019978070470610076,,,-0.15043855399033024,0.5,107.2625551279659,-0.5774232792761216,False,,False
APTUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-0.32032596863932966,,,-0.23662051644666737,0.45652173913043476,213.4225262861084,-1.392260017564776,False,,False
APTUSDT_4h_breakout,crypto,4h,breakout,-0.06514983398820108,,,-0.1838393472801445,0.41304347826086957,77.93760662811533,0.04869022663128081,False,-0.5946862810305161,False
INJUSDT_4h_trend,crypto,4h,trend,0.3506068238632376,,,-0.25806864136533236,0.4583333333333333,29.231008469994823,-1.6222492852777755,False,-1.5620221234548195,False
INJUSDT_4h_carry,crypto,4h,carry,-0.14591448219014003,,,-0.28406117085948646,0.4375,97.4123404795312,-0.5931275272355768,False,-1.5336191435973368,False
INJUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-0.9358141670076437,,,-0.3693637862789275,0.4166666666666667,204.84310560596913,-0.39220810148629187,False,,False
INJUSDT_4h_breakout,crypto,4h,breakout,0.2049105297974638,,,-0.09374909729173109,0.5416666666666666,80.46741234472273,-0.27000924831149853,False,,False
DASHUSDT_4h_trend,crypto,4h,trend,-0.19519730706257812,,,-0.3815532140301038,0.5128205128205128,61.052516045689956,-2.7020720931417075,False,,False
DASHUSDT_4h_carry,crypto,4h,carry,-0.40680834590450404,,,-0.31142181921745204,0.44871794871794873,115.7920876464429,-0.9799354551542884,False,,False
DASHUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-1.069676582080679,,,-0.5570574925280094,0.3717948717948718,388.9328710772141,-2.2112246977016503,False,,False
DASHUSDT_4h_breakout,crypto,4h,breakout,-0.16091893371387261,,,-0.2524185762108002,0.3717948717948718,142.98931210616436,-1.7704602914048888,False,-0.7232882442228743,False
VETUSDT_4h_trend,crypto,4h,trend,1.0791191757285754,0.4981992142467579,1.1023587296895216,-0.20393952771464463,0.6025641025641025,49.289592901983085,-3.01767085806014,True,0.948666725504694,True
VETUSDT_4h_carry,crypto,4h,carry,-0.1447349636915878,,,-0.31233926777928556,0.5128205128205128,157.790702627766,-1.0468685853552304,False,-1.56251425692574,False
VETUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-1.5108189247773982,,,-0.6714585017411381,0.32051282051282054,375.00268972127526,-1.54907046896569,False,,False
VETUSDT_4h_breakout,crypto,4h,breakout,0.2312021002382327,,,-0.165790188794388,0.4230769230769231,153.0169849169372,-0.865962890803266,False,-0.3959891605890406,False
FETUSDT_4h_trend,crypto,4h,trend,0.19195587683536008,,,-0.24049575018566383,0.4883720930232558,26.55617913436445,-1.081817512789983,False,0.2408674502583781,False
FETUSDT_4h_carry,crypto,4h,carry,-0.5080423309702206,,,-0.22262057604321805,0.4186046511627907,74.09540571075661,-0.9098363372015743,False,-2.3554303955200093,False
FETUSDT_4h_mean_reversion,crypto,4h,mean_reversion,-0.5704502545599817,,,-0.2642526904421163,0.37209302325581395,171.33845500852965,-1.2537349026744482,False,,False
