asset_class,symbol,tf,entry,sharpe,pnl_share,risk_contrib,n_obs
crypto,1000LUNCUSDT,1d,blend,0.12,0.0002169399466375255,0.0008651178836557616,1422
crypto,JASMYUSDT,1d,blend,0.52,0.0011143193115851703,0.0008129026438512356,1564
crypto,1000PEPEUSDT,1d,blend,0.18,0.00022430076883746687,0.0008015874777844563,1184
crypto,FETUSDT,4h,blend,0.59,0.0020520132287194363,0.0007956867048845348,2711
crypto,ARBUSDT,1d,blend,-0.13,-0.00014337429470373194,0.000778837910683781,1227
crypto,STXUSDT,4h,blend,0.38,0.001097576476945168,0.0007503948687627364,2472
crypto,ENSUSDT,1d,blend,0.04,8.268954480292475e-05,0.0007483166011353229,1705
crypto,ICPUSDT,1d,blend,0.38,0.0008729932376968438,0.0007250481702462846,1908
crypto,CFXUSDT,1d,blend,0.01,7.937124500930933e-06,0.0006955586622871373,1258
crypto,FETUSDT,1d,blend,0.65,0.002037216202536169,0.0006913201116177707,2711
crypto,STXUSDT,1d,blend,0.37,0.0008465639490425272,0.0005670118998398535,2472
