asset_class,symbol,tf,group,spec,entry,direction,exit,gate,sharpe,sortino,max_dd,months_in_profit,ann_turnover,total_return,n_obs
crypto,SOLUSDT,1h,entry,"sma|fast50,slow200|reversal|ls",sma,ls,reversal,-,0.963,1.586,-0.188,0.648,32.9,1.3048,2147
crypto,SOLUSDT,1h,entry,tsmom|lookback30|reversal|ls,tsmom,ls,reversal,-,-0.825,-1.354,-0.6052,0.451,273.9,-0.583,2147
crypto,SOLUSDT,1h,entry,tsmom|lookback90|reversal|ls,tsmom,ls,reversal,-,0.301,0.506,-0.3509,0.606,168.8,0.2339,2147
crypto,SOLUSDT,1h,entry,"macd|fast12,slow26|reversal|ls",macd,ls,reversal,-,-0.83,-1.228,-0.5991,0.366,254.4,-0.5844,2147
crypto,SOLUSDT,1h,entry,donchian|lookback55|reversal|ls,donchian,ls,reversal,-,0.345,0.595,-0.2099,0.493,41.7,0.2834,2147
crypto,SOLUSDT,1h,entry,blend|ls,blend,ls,-,-,0.824,1.702,-0.1013,0.606,35.9,0.4552,2147
crypto,SOLUSDT,1h,entry,strength|ls,strength,ls,-,-,0.405,0.804,-0.2043,0.563,118.2,0.2405,2147
crypto,SOLUSDT,1h,direction,"ema|fast50,slow200|reversal|long_only",ema,long_only,reversal,-,1.15,1.513,-0.1294,0.451,15.2,1.0314,2147
crypto,SOLUSDT,1h,direction,"ema|fast50,slow200|reversal|short_only",ema,short_only,reversal,-,0.33,0.409,-0.1676,0.437,16.3,0.205,2147
crypto,SOLUSDT,1h,direction,"ema|fast50,slow200|reversal|asym",ema,asym,reversal,-,1.199,1.867,-0.1156,0.549,20.1,1.1658,2147
crypto,SOLUSDT,1h,exit,"ema|fast50,slow200|atr_trailing|ls",ema,ls,atr_trailing,-,0.359,0.609,-0.2277,0.493,91.0,0.301,2147
crypto,SOLUSDT,1h,exit,"ema|fast50,slow200|channel|ls",ema,ls,channel,-,0.149,0.252,-0.2827,0.437,113.1,0.0672,2147
crypto,SOLUSDT,1h,gate,"ema|fast50,slow200|g:adx|reversal|ls",ema,ls,reversal,adx,1.09,1.841,-0.165,0.606,29.3,1.6017,2147
crypto,SOLUSDT,1h,gate,"ema|fast50,slow200|g:ltf|reversal|ls",ema,ls,reversal,ltf,1.03,1.759,-0.1519,0.563,31.5,1.4419,2147
crypto,SOLUSDT,1h,gate,"ema|fast50,slow200|g:vol|reversal|ls",ema,ls,reversal,vol,0.742,1.237,-0.2133,0.521,31.0,0.8629,2147
crypto,SOLUSDT,1h,headline,blend|long_only,blend,long_only,-,-,1.1,1.785,-0.0726,0.493,16.4,0.4078,2147
crypto,SOLUSDT,1h,headline,blend|asym,blend,asym,-,-,1.084,2.163,-0.0766,0.549,22.2,0.4257,2147
crypto,SOLUSDT,15m,entry,"ema|fast20,slow100|reversal|ls",ema,ls,reversal,-,0.374,0.635,-0.2811,0.577,241.6,0.323,2147
crypto,SOLUSDT,15m,entry,"ema|fast50,slow200|reversal|ls",ema,ls,reversal,-,0.869,1.506,-0.2749,0.69,134.0,1.1326,2147
crypto,SOLUSDT,15m,entry,"ema|fast100,slow300|reversal|ls",ema,ls,reversal,-,0.674,1.168,-0.2846,0.662,102.6,0.7809,2147
crypto,SOLUSDT,15m,entry,"sma|fast50,slow200|reversal|ls",sma,ls,reversal,-,0.324,0.529,-0.2534,0.563,141.1,0.2634,2147
crypto,SOLUSDT,15m,entry,tsmom|lookback30|reversal|ls,tsmom,ls,reversal,-,-4.039,-6.031,-0.9837,0.085,1209.6,-0.9834,2147
crypto,SOLUSDT,15m,entry,tsmom|lookback90|reversal|ls,tsmom,ls,reversal,-,-1.001,-1.624,-0.7556,0.465,712.5,-0.6537,2147
crypto,SOLUSDT,15m,entry,"macd|fast12,slow26|reversal|ls",macd,ls,reversal,-,-4.169,-6.502,-0.9858,0.141,1128.3,-0.9851,2147
crypto,SOLUSDT,15m,entry,donchian|lookback55|reversal|ls,donchian,ls,reversal,-,0.019,0.031,-0.3681,0.535,181.1,-0.0594,2147
crypto,SOLUSDT,15m,entry,blend|ls,blend,ls,-,-,0.05,0.128,-0.1587,0.563,152.2,0.0053,2147
crypto,SOLUSDT,15m,entry,strength|ls,strength,ls,-,-,-1.618,-3.466,-0.6503,0.394,516.4,-0.6312,2147
crypto,SOLUSDT,15m,direction,"ema|fast50,slow200|reversal|long_only",ema,long_only,reversal,-,0.786,1.33,-0.2193,0.592,65.5,0.6455,2147
crypto,SOLUSDT,15m,direction,"ema|fast50,slow200|reversal|short_only",ema,short_only,reversal,-,0.453,0.784,-0.1668,0.521,68.5,0.3103,2147
crypto,SOLUSDT,15m,direction,"ema|fast50,slow200|reversal|asym",ema,asym,reversal,-,0.883,1.474,-0.2318,0.62,86.1,0.7962,2147
crypto,SOLUSDT,15m,exit,"ema|fast50,slow200|atr_trailing|ls",ema,ls,atr_trailing,-,-0.843,-1.413,-0.6155,0.394,403.4,-0.5974,2147
crypto,SOLUSDT,15m,exit,"ema|fast50,slow200|channel|ls",ema,ls,channel,-,-1.178,-2.018,-0.7145,0.366,510.6,-0.7081,2147
crypto,SOLUSDT,15m,gate,"ema|fast50,slow200|g:adx|reversal|ls",ema,ls,reversal,adx,1.032,1.802,-0.1762,0.676,119.5,1.4698,2147
crypto,SOLUSDT,15m,gate,"ema|fast50,slow200|g:ltf|reversal|ls",ema,ls,reversal,ltf,0.869,1.506,-0.2749,0.69,134.0,1.1326,2147
crypto,SOLUSDT,15m,gate,"ema|fast50,slow200|g:vol|reversal|ls",ema,ls,reversal,vol,0.601,1.012,-0.317,0.662,133.4,0.6552,2147
crypto,SOLUSDT,15m,headline,blend|long_only,blend,long_only,-,-,0.293,0.703,-0.1242,0.577,72.4,0.0873,2147
crypto,SOLUSDT,15m,headline,blend|asym,blend,asym,-,-,0.221,0.559,-0.1303,0.535,96.4,0.0655,2147
crypto,SOLUSDT,5m,entry,"ema|fast20,slow100|reversal|ls",ema,ls,reversal,-,-1.949,-3.114,-0.8718,0.282,793.7,-0.853,2147
crypto,SOLUSDT,5m,entry,"ema|fast50,slow200|reversal|ls",ema,ls,reversal,-,-0.276,-0.461,-0.4246,0.451,441.1,-0.2883,2147
crypto,SOLUSDT,5m,entry,"ema|fast100,slow300|reversal|ls",ema,ls,reversal,-,0.076,0.128,-0.3056,0.549,326.1,-0.0052,2147
crypto,SOLUSDT,5m,entry,"sma|fast50,slow200|reversal|ls",sma,ls,reversal,-,-0.858,-1.358,-0.6187,0.352,446.6,-0.5988,2147
crypto,SOLUSDT,5m,entry,tsmom|lookback30|reversal|ls,tsmom,ls,reversal,-,-12.678,-16.511,-1.0,0.014,3886.8,-1.0,2147
crypto,SOLUSDT,5m,entry,tsmom|lookback90|reversal|ls,tsmom,ls,reversal,-,-7.471,-10.43,-0.9998,0.042,2351.8,-0.9998,2147
crypto,SOLUSDT,5m,entry,"macd|fast12,slow26|reversal|ls",macd,ls,reversal,-,-13.412,-18.307,-1.0,0.028,3610.1,-1.0,2147
crypto,SOLUSDT,5m,entry,donchian|lookback55|reversal|ls,donchian,ls,reversal,-,-1.965,-3.121,-0.8707,0.254,584.9,-0.8559,2147
crypto,SOLUSDT,5m,entry,blend|ls,blend,ls,-,-,-2.545,-5.669,-0.7186,0.183,482.8,-0.686,2147
crypto,SOLUSDT,5m,entry,strength|ls,strength,ls,-,-,-9.006,-15.145,-0.9968,0.028,1683.0,-0.9968,2147
crypto,SOLUSDT,5m,direction,"ema|fast50,slow200|reversal|long_only",ema,long_only,reversal,-,-0.083,-0.181,-0.2954,0.465,218.3,-0.091,2147
crypto,SOLUSDT,5m,direction,"ema|fast50,slow200|reversal|short_only",ema,short_only,reversal,-,-0.244,-0.496,-0.3344,0.465,222.8,-0.1844,2147
crypto,SOLUSDT,5m,direction,"ema|fast50,slow200|reversal|asym",ema,asym,reversal,-,-0.161,-0.305,-0.3279,0.451,285.1,-0.1442,2147
crypto,SOLUSDT,5m,exit,"ema|fast50,slow200|atr_trailing|ls",ema,ls,atr_trailing,-,-4.046,-6.273,-0.9846,0.099,1333.4,-0.9842,2147
crypto,SOLUSDT,5m,exit,"ema|fast50,slow200|channel|ls",ema,ls,channel,-,-5.695,-8.752,-0.9972,0.07,1719.6,-0.9971,2147
crypto,SOLUSDT,5m,gate,"ema|fast50,slow200|g:adx|reversal|ls",ema,ls,reversal,adx,-0.338,-0.558,-0.4243,0.493,385.3,-0.3321,2147
crypto,SOLUSDT,5m,gate,"ema|fast50,slow200|g:ltf|reversal|ls",ema,ls,reversal,ltf,-0.276,-0.461,-0.4246,0.451,441.1,-0.2883,2147
crypto,SOLUSDT,5m,gate,"ema|fast50,slow200|g:vol|reversal|ls",ema,ls,reversal,vol,-0.313,-0.51,-0.4593,0.479,431.0,-0.315,2147
crypto,SOLUSDT,5m,headline,blend|long_only,blend,long_only,-,-,-1.488,-3.796,-0.4551,0.282,235.3,-0.3826,2147
crypto,SOLUSDT,5m,headline,blend|asym,blend,asym,-,-,-2.015,-4.792,-0.5457,0.254,309.5,-0.4935,2147
crypto,TRXUSDT,1d,entry,"ema|fast20,slow100|reversal|ls",ema,ls,reversal,-,0.367,0.607,-0.328,0.531,3.6,0.5469,2973
crypto,TRXUSDT,1d,entry,"ema|fast50,slow200|reversal|ls",ema,ls,reversal,-,0.42,0.694,-0.3024,0.52,2.0,0.6819,2973
crypto,TRXUSDT,1d,entry,"ema|fast100,slow300|reversal|ls",ema,ls,reversal,-,0.508,0.824,-0.3104,0.551,1.1,0.9327,2973
crypto,TRXUSDT,1d,entry,"sma|fast50,slow200|reversal|ls",sma,ls,reversal,-,0.287,0.462,-0.3849,0.48,1.8,0.3616,2973
crypto,TRXUSDT,1d,entry,tsmom|lookback30|reversal|ls,tsmom,ls,reversal,-,0.09,0.152,-0.4262,0.459,15.8,-0.0002,2973
crypto,TRXUSDT,1d,entry,tsmom|lookback90|reversal|ls,tsmom,ls,reversal,-,0.374,0.625,-0.4187,0.541,10.5,0.5637,2973
crypto,TRXUSDT,1d,entry,"macd|fast12,slow26|reversal|ls",macd,ls,reversal,-,-0.14,-0.133,-0.5996,0.48,16.3,-0.3241,2973
crypto,TRXUSDT,1d,entry,donchian|lookback55|reversal|ls,donchian,ls,reversal,-,0.415,0.686,-0.3006,0.5,2.3,0.6689,2973
crypto,TRXUSDT,1d,entry,blend|ls,blend,ls,-,-,0.398,0.691,-0.153,0.459,2.1,0.3935,2973
crypto,TRXUSDT,1d,entry,strength|ls,strength,ls,-,-,0.426,0.707,-0.1529,0.418,7.0,0.5393,2973
crypto,TRXUSDT,1d,direction,"ema|fast50,slow200|reversal|long_only",ema,long_only,reversal,-,0.773,1.107,-0.168,0.439,1.2,1.6383,2973
crypto,TRXUSDT,1d,direction,"ema|fast50,slow200|reversal|short_only",ema,short_only,reversal,-,-0.572,-0.453,-0.4142,0.143,0.8,-0.3621,2973
crypto,TRXUSDT,1d,direction,"ema|fast50,slow200|reversal|asym",ema,asym,reversal,-,0.675,1.149,-0.2087,0.551,1.4,1.321,2973
crypto,TRXUSDT,1d,exit,"ema|fast50,slow200|atr_trailing|ls",ema,ls,atr_trailing,-,0.462,0.766,-0.2768,0.51,5.9,0.7924,2973
crypto,TRXUSDT,1d,exit,"ema|fast50,slow200|channel|ls",ema,ls,channel,-,0.424,0.7,-0.2637,0.561,6.3,0.6852,2973
crypto,TRXUSDT,1d,gate,"ema|fast50,slow200|g:adx|reversal|ls",ema,ls,reversal,adx,0.324,0.519,-0.4283,0.51,1.8,0.4454,2973
crypto,TRXUSDT,1d,gate,"ema|fast50,slow200|g:ltf|reversal|ls",ema,ls,reversal,ltf,0.42,0.694,-0.3024,0.52,2.0,0.6819,2973
crypto,TRXUSDT,1d,gate,"ema|fast50,slow200|g:vol|reversal|ls",ema,ls,reversal,vol,0.562,0.887,-0.3024,0.439,1.7,1.0362,2973
crypto,TRXUSDT,1d,headline,blend|long_only,blend,long_only,-,-,0.605,0.916,-0.0856,0.398,1.4,0.663,2973
crypto,TRXUSDT,1d,headline,blend|asym,blend,asym,-,-,0.547,1.002,-0.0875,0.459,1.6,0.579,2973
crypto,TRXUSDT,4h,entry,"ema|fast20,slow100|reversal|ls",ema,ls,reversal,-,0.386,0.615,-0.342,0.551,25.8,0.5427,2973
crypto,TRXUSDT,4h,entry,"ema|fast50,slow200|reversal|ls",ema,ls,reversal,-,0.363,0.545,-0.4741,0.571,15.5,0.4927,2973
crypto,TRXUSDT,4h,entry,"ema|fast100,slow300|reversal|ls",ema,ls,reversal,-,0.307,0.454,-0.3668,0.541,11.1,0.3738,2973
crypto,TRXUSDT,4h,entry,"sma|fast50,slow200|reversal|ls",sma,ls,reversal,-,0.383,0.587,-0.337,0.51,14.2,0.5316,2973
crypto,TRXUSDT,4h,entry,tsmom|lookback30|reversal|ls,tsmom,ls,reversal,-,-0.287,-0.451,-0.5675,0.398,113.5,-0.4263,2973
crypto,TRXUSDT,4h,entry,tsmom|lookback90|reversal|ls,tsmom,ls,reversal,-,0.452,0.711,-0.2663,0.592,74.2,0.6975,2973
crypto,TRXUSDT,4h,entry,"macd|fast12,slow26|reversal|ls",macd,ls,reversal,-,-0.424,-0.665,-0.6493,0.418,117.5,-0.5204,2973
crypto,TRXUSDT,4h,entry,donchian|lookback55|reversal|ls,donchian,ls,reversal,-,0.209,0.325,-0.3693,0.531,18.6,0.1919,2973
crypto,TRXUSDT,4h,entry,blend|ls,blend,ls,-,-,0.424,0.66,-0.1719,0.48,15.9,0.3451,2973
crypto,TRXUSDT,4h,entry,strength|ls,strength,ls,-,-,0.326,0.525,-0.229,0.469,51.3,0.2988,2973
crypto,TRXUSDT,4h,direction,"ema|fast50,slow200|reversal|long_only",ema,long_only,reversal,-,0.84,1.007,-0.2884,0.48,8.6,1.4394,2973
crypto,TRXUSDT,4h,direction,"ema|fast50,slow200|reversal|short_only",ema,short_only,reversal,-,-0.498,-0.494,-0.4774,0.276,6.9,-0.3849,2973
crypto,TRXUSDT,4h,direction,"ema|fast50,slow200|reversal|asym",ema,asym,reversal,-,0.706,1.021,-0.3344,0.622,10.7,1.1275,2973
crypto,TRXUSDT,4h,exit,"ema|fast50,slow200|atr_trailing|ls",ema,ls,atr_trailing,-,0.132,0.198,-0.4343,0.49,44.7,0.0656,2973
crypto,TRXUSDT,4h,exit,"ema|fast50,slow200|channel|ls",ema,ls,channel,-,0.238,0.368,-0.4447,0.49,51.0,0.2425,2973
crypto,TRXUSDT,4h,gate,"ema|fast50,slow200|g:adx|reversal|ls",ema,ls,reversal,adx,0.43,0.647,-0.2729,0.561,13.3,0.6438,2973
crypto,TRXUSDT,4h,gate,"ema|fast50,slow200|g:ltf|reversal|ls",ema,ls,reversal,ltf,0.363,0.545,-0.4741,0.571,15.5,0.4927,2973
crypto,TRXUSDT,4h,gate,"ema|fast50,slow200|g:vol|reversal|ls",ema,ls,reversal,vol,0.358,0.531,-0.4424,0.541,15.3,0.4776,2973
crypto,TRXUSDT,4h,headline,blend|long_only,blend,long_only,-,-,0.746,0.913,-0.1037,0.418,9.6,0.559,2973
crypto,TRXUSDT,4h,headline,blend|asym,blend,asym,-,-,0.665,1.018,-0.1243,0.449,11.5,0.4958,2973
crypto,TRXUSDT,1h,entry,"ema|fast20,slow100|reversal|ls",ema,ls,reversal,-,0.157,0.266,-0.4252,0.557,122.7,0.0829,2390
crypto,TRXUSDT,1h,entry,"ema|fast50,slow200|reversal|ls",ema,ls,reversal,-,-0.263,-0.421,-0.5232,0.468,78.1,-0.3447,2390
crypto,TRXUSDT,1h,entry,"ema|fast100,slow300|reversal|ls",ema,ls,reversal,-,0.261,0.417,-0.3261,0.57,57.3,0.2239,2390
crypto,TRXUSDT,1h,entry,"sma|fast50,slow200|reversal|ls",sma,ls,reversal,-,0.163,0.268,-0.4127,0.557,74.2,0.09,2390
crypto,TRXUSDT,1h,entry,tsmom|lookback30|reversal|ls,tsmom,ls,reversal,-,-2.005,-3.381,-0.9289,0.329,588.2,-0.9203,2390
crypto,TRXUSDT,1h,entry,tsmom|lookback90|reversal|ls,tsmom,ls,reversal,-,-0.596,-1.01,-0.6622,0.443,338.9,-0.5591,2390
crypto,TRXUSDT,1h,entry,"macd|fast12,slow26|reversal|ls",macd,ls,reversal,-,-1.447,-2.253,-0.8448,0.304,554.6,-0.8373,2390
crypto,TRXUSDT,1h,entry,donchian|lookback55|reversal|ls,donchian,ls,reversal,-,0.153,0.246,-0.4494,0.519,92.0,0.0769,2390
crypto,TRXUSDT,1h,entry,blend|ls,blend,ls,-,-,0.055,0.118,-0.2423,0.456,81.1,0.0045,2390
crypto,TRXUSDT,1h,entry,strength|ls,strength,ls,-,-,-0.865,-1.731,-0.5505,0.43,254.1,-0.5175,2390
crypto,TRXUSDT,1h,direction,"ema|fast50,slow200|reversal|long_only",ema,long_only,reversal,-,0.599,0.802,-0.27,0.494,43.1,0.6279,2390
crypto,TRXUSDT,1h,direction,"ema|fast50,slow200|reversal|short_only",ema,short_only,reversal,-,-1.142,-1.363,-0.6275,0.354,35.0,-0.5908,2390
crypto,TRXUSDT,1h,direction,"ema|fast50,slow200|reversal|asym",ema,asym,reversal,-,0.308,0.465,-0.3177,0.481,53.6,0.2511,2390
crypto,TRXUSDT,1h,exit,"ema|fast50,slow200|atr_trailing|ls",ema,ls,atr_trailing,-,-0.397,-0.61,-0.5483,0.468,214.3,-0.447,2390
crypto,TRXUSDT,1h,exit,"ema|fast50,slow200|channel|ls",ema,ls,channel,-,-0.719,-1.07,-0.7027,0.468,278.7,-0.6302,2390
crypto,TRXUSDT,1h,gate,"ema|fast50,slow200|g:adx|reversal|ls",ema,ls,reversal,adx,-0.049,-0.078,-0.4251,0.494,69.1,-0.1516,2390
crypto,TRXUSDT,1h,gate,"ema|fast50,slow200|g:ltf|reversal|ls",ema,ls,reversal,ltf,-0.263,-0.421,-0.5232,0.468,78.1,-0.3447,2390
crypto,TRXUSDT,1h,gate,"ema|fast50,slow200|g:vol|reversal|ls",ema,ls,reversal,vol,-0.158,-0.255,-0.4526,0.443,76.6,-0.2548,2390
crypto,TRXUSDT,1h,headline,blend|long_only,blend,long_only,-,-,0.49,0.825,-0.1467,0.418,49.1,0.2552,2390
crypto,TRXUSDT,1h,headline,blend|asym,blend,asym,-,-,0.355,0.704,-0.1741,0.456,58.7,0.1776,2390
crypto,TRXUSDT,15m,entry,"ema|fast20,slow100|reversal|ls",ema,ls,reversal,-,-1.375,-2.239,-0.8567,0.38,539.2,-0.8321,2390
crypto,TRXUSDT,15m,entry,"ema|fast50,slow200|reversal|ls",ema,ls,reversal,-,-0.515,-0.856,-0.6583,0.468,306.1,-0.5199,2390
crypto,TRXUSDT,15m,entry,"ema|fast100,slow300|reversal|ls",ema,ls,reversal,-,-0.119,-0.202,-0.4213,0.506,226.7,-0.2198,2390
crypto,TRXUSDT,15m,entry,"sma|fast50,slow200|reversal|ls",sma,ls,reversal,-,-0.438,-0.737,-0.5837,0.43,320.6,-0.4645,2390
crypto,TRXUSDT,15m,entry,tsmom|lookback30|reversal|ls,tsmom,ls,reversal,-,-8.022,-11.49,-1.0,0.038,2502.1,-1.0,2390
crypto,TRXUSDT,15m,entry,tsmom|lookback90|reversal|ls,tsmom,ls,reversal,-,-4.37,-6.472,-0.9978,0.177,1474.0,-0.9978,2390
crypto,TRXUSDT,15m,entry,"macd|fast12,slow26|reversal|ls",macd,ls,reversal,-,-8.896,-12.445,-1.0,0.013,2507.7,-1.0,2390
crypto,TRXUSDT,15m,entry,donchian|lookback55|reversal|ls,donchian,ls,reversal,-,-0.845,-1.315,-0.7408,0.405,395.9,-0.6799,2390
crypto,TRXUSDT,15m,entry,blend|ls,blend,ls,-,-,-1.01,-2.549,-0.5015,0.38,338.3,-0.4763,2390
crypto,TRXUSDT,15m,entry,strength|ls,strength,ls,-,-,-4.148,-8.492,-0.9698,0.177,1083.4,-0.9686,2390
crypto,TRXUSDT,15m,direction,"ema|fast50,slow200|reversal|long_only",ema,long_only,reversal,-,0.424,0.683,-0.2766,0.494,163.0,0.3773,2390
crypto,TRXUSDT,15m,direction,"ema|fast50,slow200|reversal|short_only",ema,short_only,reversal,-,-1.211,-2.115,-0.6562,0.329,143.1,-0.6276,2390
crypto,TRXUSDT,15m,direction,"ema|fast50,slow200|reversal|asym",ema,asym,reversal,-,0.092,0.148,-0.3284,0.494,205.9,0.0193,2390
crypto,TRXUSDT,15m,exit,"ema|fast50,slow200|atr_trailing|ls",ema,ls,atr_trailing,-,-2.505,-4.086,-0.9612,0.291,933.4,-0.9591,2390
crypto,TRXUSDT,15m,exit,"ema|fast50,slow200|channel|ls",ema,ls,channel,-,-3.406,-5.437,-0.9886,0.203,1183.3,-0.9882,2390
crypto,TRXUSDT,15m,gate,"ema|fast50,slow200|g:adx|reversal|ls",ema,ls,reversal,adx,-0.356,-0.578,-0.5647,0.494,269.9,-0.4159,2390
crypto,TRXUSDT,15m,gate,"ema|fast50,slow200|g:ltf|reversal|ls",ema,ls,reversal,ltf,-0.515,-0.856,-0.6583,0.468,306.1,-0.5199,2390
crypto,TRXUSDT,15m,gate,"ema|fast50,slow200|g:vol|reversal|ls",ema,ls,reversal,vol,-0.417,-0.72,-0.6196,0.494,300.6,-0.4549,2390
crypto,TRXUSDT,15m,headline,blend|long_only,blend,long_only,-,-,-0.354,-0.825,-0.2094,0.38,192.3,-0.1555,2390
crypto,TRXUSDT,15m,headline,blend|asym,blend,asym,-,-,-0.637,-1.558,-0.2829,0.367,236.1,-0.2641,2390
crypto,TRXUSDT,5m,entry,"ema|fast20,slow100|reversal|ls",ema,ls,reversal,-,-4.776,-7.25,-0.9982,0.089,1639.1,-0.9982,2390
crypto,TRXUSDT,5m,entry,"ema|fast50,slow200|reversal|ls",ema,ls,reversal,-,-2.85,-4.572,-0.9752,0.228,967.4,-0.9742,2390
crypto,TRXUSDT,5m,entry,"ema|fast100,slow300|reversal|ls",ema,ls,reversal,-,-2.691,-4.331,-0.9668,0.253,742.1,-0.9662,2390
crypto,TRXUSDT,5m,entry,"sma|fast50,slow200|reversal|ls",sma,ls,reversal,-,-2.987,-4.836,-0.978,0.203,970.8,-0.9767,2390
crypto,TRXUSDT,5m,entry,tsmom|lookback30|reversal|ls,tsmom,ls,reversal,-,-19.091,-21.84,-1.0,0.0,8039.5,-1.0,2390
crypto,TRXUSDT,5m,entry,tsmom|lookback90|reversal|ls,tsmom,ls,reversal,-,-12.283,-15.299,-1.0,0.038,4690.6,-1.0,2390
crypto,TRXUSDT,5m,entry,"macd|fast12,slow26|reversal|ls",macd,ls,reversal,-,-20.18,-22.912,-1.0,0.0,7911.0,-1.0,2390
crypto,TRXUSDT,5m,entry,donchian|lookback55|reversal|ls,donchian,ls,reversal,-,-3.445,-5.269,-0.9861,0.152,1226.2,-0.9859,2390
crypto,TRXUSDT,5m,entry,blend|ls,blend,ls,-,-,-5.16,-10.601,-0.9622,0.127,1062.1,-0.9623,2390
crypto,TRXUSDT,5m,entry,strength|ls,strength,ls,-,-,-13.857,-20.268,-1.0,0.013,3469.9,-1.0,2390
crypto,TRXUSDT,5m,direction,"ema|fast50,slow200|reversal|long_only",ema,long_only,reversal,-,-1.314,-2.604,-0.7219,0.291,510.1,-0.695,2390
crypto,TRXUSDT,5m,direction,"ema|fast50,slow200|reversal|short_only",ema,short_only,reversal,-,-2.667,-5.064,-0.9001,0.278,457.3,-0.8936,2390
crypto,TRXUSDT,5m,direction,"ema|fast50,slow200|reversal|asym",ema,asym,reversal,-,-2.002,-3.521,-0.8528,0.278,647.3,-0.8498,2390
crypto,TRXUSDT,5m,exit,"ema|fast50,slow200|atr_trailing|ls",ema,ls,atr_trailing,-,-10.502,-14.454,-1.0,0.025,3210.1,-1.0,2390
crypto,TRXUSDT,5m,exit,"ema|fast50,slow200|channel|ls",ema,ls,channel,-,-11.386,-15.296,-1.0,0.013,3753.0,-1.0,2390
crypto,TRXUSDT,5m,gate,"ema|fast50,slow200|g:adx|reversal|ls",ema,ls,reversal,adx,-2.492,-4.001,-0.9585,0.215,852.1,-0.9584,2390
crypto,TRXUSDT,5m,gate,"ema|fast50,slow200|g:ltf|reversal|ls",ema,ls,reversal,ltf,-2.85,-4.572,-0.9752,0.228,967.4,-0.9742,2390
crypto,TRXUSDT,5m,gate,"ema|fast50,slow200|g:vol|reversal|ls",ema,ls,reversal,vol,-2.839,-4.538,-0.9748,0.253,948.5,-0.9738,2390
crypto,TRXUSDT,5m,headline,blend|long_only,blend,long_only,-,-,-4.438,-9.138,-0.8449,0.127,592.9,-0.8449,2390
crypto,TRXUSDT,5m,headline,blend|asym,blend,asym,-,-,-5.042,-10.076,-0.897,0.114,733.6,-0.8971,2390
crypto,DOGEUSDT,1d,entry,"ema|fast20,slow100|reversal|ls",ema,ls,reversal,-,0.244,0.292,-0.3635,0.435,2.0,0.2316,2584
crypto,DOGEUSDT,1d,entry,"ema|fast50,slow200|reversal|ls",ema,ls,reversal,-,0.199,0.233,-0.3687,0.447,1.3,0.1527,2584
crypto,DOGEUSDT,1d,entry,"ema|fast100,slow300|reversal|ls",ema,ls,reversal,-,0.205,0.245,-0.3454,0.482,1.0,0.1641,2584
crypto,DOGEUSDT,1d,entry,"sma|fast50,slow200|reversal|ls",sma,ls,reversal,-,0.416,0.614,-0.2735,0.447,1.1,0.5468,2584
crypto,DOGEUSDT,1d,entry,tsmom|lookback30|reversal|ls,tsmom,ls,reversal,-,0.683,0.857,-0.2868,0.482,8.4,1.3583,2584
crypto,DOGEUSDT,1d,entry,tsmom|lookback90|reversal|ls,tsmom,ls,reversal,-,0.31,0.38,-0.4196,0.459,6.4,0.3585,2584
crypto,DOGEUSDT,1d,entry,"macd|fast12,slow26|reversal|ls",macd,ls,reversal,-,0.289,0.312,-0.3356,0.541,7.8,0.3049,2584
crypto,DOGEUSDT,1d,entry,donchian|lookback55|reversal|ls,donchian,ls,reversal,-,0.085,0.105,-0.3565,0.447,1.7,-0.0256,2584
crypto,DOGEUSDT,1d,entry,blend|ls,blend,ls,-,-,0.096,0.089,-0.2206,0.4,1.3,0.0307,2584
crypto,DOGEUSDT,1d,entry,strength|ls,strength,ls,-,-,0.283,0.401,-0.2718,0.459,4.2,0.2611,2584
crypto,DOGEUSDT,1d,direction,"ema|fast50,slow200|reversal|long_only",ema,long_only,reversal,-,0.613,0.922,-0.1502,0.212,0.5,0.7938,2584
crypto,DOGEUSDT,1d,direction,"ema|fast50,slow200|reversal|short_only",ema,short_only,reversal,-,-0.36,-0.238,-0.5097,0.318,0.8,-0.3572,2584
crypto,DOGEUSDT,1d,direction,"ema|fast50,slow200|reversal|asym",ema,asym,reversal,-,0.492,0.898,-0.1819,0.471,0.8,0.5981,2584
crypto,DOGEUSDT,1d,exit,"ema|fast50,slow200|atr_trailing|ls",ema,ls,atr_trailing,-,0.245,0.291,-0.3478,0.506,2.8,0.234,2584
crypto,DOGEUSDT,1d,exit,"ema|fast50,slow200|channel|ls",ema,ls,channel,-,0.214,0.255,-0.3425,0.494,3.4,0.1791,2584
crypto,DOGEUSDT,1d,gate,"ema|fast50,slow200|g:adx|reversal|ls",ema,ls,reversal,adx,0.18,0.21,-0.3687,0.435,1.2,0.1208,2584
crypto,DOGEUSDT,1d,gate,"ema|fast50,slow200|g:ltf|reversal|ls",ema,ls,reversal,ltf,0.199,0.233,-0.3687,0.447,1.3,0.1527,2584
crypto,DOGEUSDT,1d,gate,"ema|fast50,slow200|g:vol|reversal|ls",ema,ls,reversal,vol,0.06,0.065,-0.309,0.329,1.0,-0.0056,2584
crypto,DOGEUSDT,1d,headline,blend|long_only,blend,long_only,-,-,0.677,0.946,-0.0707,0.224,0.4,0.3531,2584
