asset_class,symbol,tf,group,spec,entry,direction,exit,gate,sharpe,sortino,max_dd,months_in_profit,ann_turnover,total_return,n_obs
crypto,BTCUSDT,1d,entry,"ema|fast20,slow100|reversal|ls",ema,ls,reversal,-,0.72,1.017,-0.1886,0.506,2.6,0.892,2404
crypto,BTCUSDT,1d,entry,"ema|fast50,slow200|reversal|ls",ema,ls,reversal,-,0.825,1.187,-0.1966,0.532,1.6,1.0982,2404
crypto,BTCUSDT,1d,entry,"ema|fast100,slow300|reversal|ls",ema,ls,reversal,-,0.768,1.086,-0.2452,0.544,1.2,0.9847,2404
crypto,BTCUSDT,1d,entry,"sma|fast50,slow200|reversal|ls",sma,ls,reversal,-,0.376,0.521,-0.2776,0.468,1.8,0.3457,2404
crypto,BTCUSDT,1d,entry,tsmom|lookback30|reversal|ls,tsmom,ls,reversal,-,0.89,1.264,-0.1959,0.544,17.8,1.2381,2404
crypto,BTCUSDT,1d,entry,tsmom|lookback90|reversal|ls,tsmom,ls,reversal,-,0.438,0.606,-0.2975,0.443,7.6,0.4323,2404
crypto,BTCUSDT,1d,entry,"macd|fast12,slow26|reversal|ls",macd,ls,reversal,-,0.174,0.238,-0.3042,0.595,15.2,0.1032,2404
crypto,BTCUSDT,1d,entry,donchian|lookback55|reversal|ls,donchian,ls,reversal,-,0.273,0.37,-0.2419,0.443,2.7,0.2158,2404
crypto,BTCUSDT,1d,entry,blend|ls,blend,ls,-,-,0.714,0.918,-0.0941,0.468,2.2,0.4464,2404
crypto,BTCUSDT,1d,entry,strength|ls,strength,ls,-,-,0.672,0.909,-0.1243,0.38,6.4,0.5576,2404
crypto,BTCUSDT,1d,direction,"ema|fast50,slow200|reversal|long_only",ema,long_only,reversal,-,0.892,1.08,-0.1745,0.38,0.9,0.976,2404
crypto,BTCUSDT,1d,direction,"ema|fast50,slow200|reversal|short_only",ema,short_only,reversal,-,0.151,0.118,-0.1621,0.177,0.6,0.0619,2404
crypto,BTCUSDT,1d,direction,"ema|fast50,slow200|reversal|asym",ema,asym,reversal,-,0.904,1.237,-0.1708,0.532,1.1,1.0216,2404
crypto,BTCUSDT,1d,exit,"ema|fast50,slow200|atr_trailing|ls",ema,ls,atr_trailing,-,0.769,1.083,-0.3227,0.544,5.4,0.9767,2404
crypto,BTCUSDT,1d,exit,"ema|fast50,slow200|channel|ls",ema,ls,channel,-,0.847,1.197,-0.2895,0.544,6.1,1.1247,2404
crypto,BTCUSDT,1d,gate,"ema|fast50,slow200|g:adx|reversal|ls",ema,ls,reversal,adx,0.876,1.264,-0.1966,0.544,1.3,1.2075,2404
crypto,BTCUSDT,1d,gate,"ema|fast50,slow200|g:ltf|reversal|ls",ema,ls,reversal,ltf,0.825,1.187,-0.1966,0.532,1.6,1.0982,2404
crypto,BTCUSDT,1d,gate,"ema|fast50,slow200|g:vol|reversal|ls",ema,ls,reversal,vol,0.648,0.822,-0.1801,0.43,1.3,0.6648,2404
crypto,BTCUSDT,1d,headline,blend|long_only,blend,long_only,-,-,0.841,0.886,-0.0817,0.342,1.3,0.4243,2404
crypto,BTCUSDT,1d,headline,blend|asym,blend,asym,-,-,0.836,1.062,-0.0828,0.456,1.5,0.4334,2404
crypto,BTCUSDT,4h,entry,"ema|fast20,slow100|reversal|ls",ema,ls,reversal,-,0.635,1.002,-0.1856,0.608,23.0,0.8725,2404
crypto,BTCUSDT,4h,entry,"ema|fast50,slow200|reversal|ls",ema,ls,reversal,-,0.84,1.279,-0.2854,0.595,13.3,1.3667,2404
crypto,BTCUSDT,4h,entry,"ema|fast100,slow300|reversal|ls",ema,ls,reversal,-,0.444,0.641,-0.3837,0.532,10.9,0.5026,2404
crypto,BTCUSDT,4h,entry,"sma|fast50,slow200|reversal|ls",sma,ls,reversal,-,0.662,1.011,-0.272,0.532,14.7,0.9338,2404
crypto,BTCUSDT,4h,entry,tsmom|lookback30|reversal|ls,tsmom,ls,reversal,-,0.169,0.287,-0.3197,0.468,130.9,0.0991,2404
crypto,BTCUSDT,4h,entry,tsmom|lookback90|reversal|ls,tsmom,ls,reversal,-,0.728,1.177,-0.2188,0.557,76.3,1.077,2404
crypto,BTCUSDT,4h,entry,"macd|fast12,slow26|reversal|ls",macd,ls,reversal,-,-0.025,-0.04,-0.3964,0.481,112.4,-0.1134,2404
crypto,BTCUSDT,4h,entry,donchian|lookback55|reversal|ls,donchian,ls,reversal,-,0.438,0.682,-0.291,0.506,18.5,0.4908,2404
crypto,BTCUSDT,4h,entry,blend|ls,blend,ls,-,-,0.761,1.212,-0.11,0.468,15.8,0.5854,2404
crypto,BTCUSDT,4h,entry,strength|ls,strength,ls,-,-,0.839,1.387,-0.1737,0.544,50.6,0.8418,2404
crypto,BTCUSDT,4h,direction,"ema|fast50,slow200|reversal|long_only",ema,long_only,reversal,-,0.952,1.042,-0.2496,0.456,6.9,1.1113,2404
crypto,BTCUSDT,4h,direction,"ema|fast50,slow200|reversal|short_only",ema,short_only,reversal,-,0.206,0.223,-0.222,0.354,6.4,0.1212,2404
crypto,BTCUSDT,4h,direction,"ema|fast50,slow200|reversal|asym",ema,asym,reversal,-,0.972,1.332,-0.2397,0.557,8.9,1.2034,2404
crypto,BTCUSDT,4h,exit,"ema|fast50,slow200|atr_trailing|ls",ema,ls,atr_trailing,-,0.225,0.343,-0.3507,0.506,41.9,0.1708,2404
crypto,BTCUSDT,4h,exit,"ema|fast50,slow200|channel|ls",ema,ls,channel,-,0.267,0.421,-0.3019,0.494,51.1,0.2277,2404
crypto,BTCUSDT,4h,gate,"ema|fast50,slow200|g:adx|reversal|ls",ema,ls,reversal,adx,0.783,1.194,-0.2832,0.582,13.5,1.2189,2404
crypto,BTCUSDT,4h,gate,"ema|fast50,slow200|g:ltf|reversal|ls",ema,ls,reversal,ltf,0.84,1.279,-0.2854,0.595,13.3,1.3667,2404
crypto,BTCUSDT,4h,gate,"ema|fast50,slow200|g:vol|reversal|ls",ema,ls,reversal,vol,0.763,1.109,-0.2854,0.57,13.0,1.104,2404
crypto,BTCUSDT,4h,headline,blend|long_only,blend,long_only,-,-,1.006,1.197,-0.1042,0.354,8.3,0.5717,2404
crypto,BTCUSDT,4h,headline,blend|asym,blend,asym,-,-,0.98,1.475,-0.1018,0.481,10.6,0.5797,2404
crypto,ETHUSDT,1d,entry,"ema|fast20,slow100|reversal|ls",ema,ls,reversal,-,0.419,0.579,-0.3366,0.468,2.2,0.4065,2404
crypto,ETHUSDT,1d,entry,"ema|fast50,slow200|reversal|ls",ema,ls,reversal,-,0.409,0.562,-0.3042,0.532,1.4,0.3929,2404
crypto,ETHUSDT,1d,entry,"ema|fast100,slow300|reversal|ls",ema,ls,reversal,-,0.164,0.222,-0.4523,0.519,1.4,0.0916,2404
crypto,ETHUSDT,1d,entry,"sma|fast50,slow200|reversal|ls",sma,ls,reversal,-,0.291,0.391,-0.3344,0.494,1.4,0.2384,2404
crypto,ETHUSDT,1d,entry,tsmom|lookback30|reversal|ls,tsmom,ls,reversal,-,0.836,1.228,-0.1615,0.557,12.2,1.1273,2404
crypto,ETHUSDT,1d,entry,tsmom|lookback90|reversal|ls,tsmom,ls,reversal,-,0.479,0.685,-0.2492,0.506,5.8,0.4932,2404
crypto,ETHUSDT,1d,entry,"macd|fast12,slow26|reversal|ls",macd,ls,reversal,-,0.014,0.02,-0.3039,0.494,12.2,-0.0589,2404
crypto,ETHUSDT,1d,entry,donchian|lookback55|reversal|ls,donchian,ls,reversal,-,0.361,0.505,-0.2939,0.468,1.9,0.3278,2404
crypto,ETHUSDT,1d,entry,blend|ls,blend,ls,-,-,0.519,0.644,-0.1468,0.443,1.6,0.3055,2404
crypto,ETHUSDT,1d,entry,strength|ls,strength,ls,-,-,0.497,0.64,-0.1764,0.468,4.9,0.377,2404
crypto,ETHUSDT,1d,direction,"ema|fast50,slow200|reversal|long_only",ema,long_only,reversal,-,0.653,0.729,-0.1694,0.354,0.7,0.5732,2404
crypto,ETHUSDT,1d,direction,"ema|fast50,slow200|reversal|short_only",ema,short_only,reversal,-,-0.142,-0.117,-0.3163,0.215,0.6,-0.1146,2404
crypto,ETHUSDT,1d,direction,"ema|fast50,slow200|reversal|asym",ema,asym,reversal,-,0.599,0.794,-0.1948,0.532,0.9,0.5267,2404
crypto,ETHUSDT,1d,exit,"ema|fast50,slow200|atr_trailing|ls",ema,ls,atr_trailing,-,0.284,0.388,-0.3903,0.506,4.6,0.2273,2404
crypto,ETHUSDT,1d,exit,"ema|fast50,slow200|channel|ls",ema,ls,channel,-,0.268,0.361,-0.4087,0.519,5.2,0.208,2404
crypto,ETHUSDT,1d,gate,"ema|fast50,slow200|g:adx|reversal|ls",ema,ls,reversal,adx,0.361,0.496,-0.3369,0.519,1.4,0.3274,2404
crypto,ETHUSDT,1d,gate,"ema|fast50,slow200|g:ltf|reversal|ls",ema,ls,reversal,ltf,0.409,0.562,-0.3042,0.532,1.4,0.3929,2404
crypto,ETHUSDT,1d,gate,"ema|fast50,slow200|g:vol|reversal|ls",ema,ls,reversal,vol,-0.124,-0.15,-0.3035,0.354,1.3,-0.1536,2404
crypto,ETHUSDT,1d,headline,blend|long_only,blend,long_only,-,-,0.759,0.745,-0.0831,0.329,0.8,0.3585,2404
crypto,ETHUSDT,1d,headline,blend|asym,blend,asym,-,-,0.714,0.873,-0.0909,0.418,1.1,0.3453,2404
crypto,ETHUSDT,4h,entry,"ema|fast20,slow100|reversal|ls",ema,ls,reversal,-,0.691,1.116,-0.2148,0.57,18.8,0.9806,2404
crypto,ETHUSDT,4h,entry,"ema|fast50,slow200|reversal|ls",ema,ls,reversal,-,0.414,0.61,-0.39,0.519,11.1,0.4506,2404
crypto,ETHUSDT,4h,entry,"ema|fast100,slow300|reversal|ls",ema,ls,reversal,-,0.348,0.476,-0.3397,0.481,8.4,0.3467,2404
crypto,ETHUSDT,4h,entry,"sma|fast50,slow200|reversal|ls",sma,ls,reversal,-,0.865,1.31,-0.2439,0.532,10.6,1.4267,2404
crypto,ETHUSDT,4h,entry,tsmom|lookback30|reversal|ls,tsmom,ls,reversal,-,0.183,0.318,-0.2958,0.506,91.8,0.1165,2404
crypto,ETHUSDT,4h,entry,tsmom|lookback90|reversal|ls,tsmom,ls,reversal,-,0.396,0.616,-0.2643,0.57,51.2,0.4237,2404
crypto,ETHUSDT,4h,entry,"macd|fast12,slow26|reversal|ls",macd,ls,reversal,-,0.385,0.625,-0.3129,0.532,84.9,0.3939,2404
crypto,ETHUSDT,4h,entry,donchian|lookback55|reversal|ls,donchian,ls,reversal,-,0.571,0.921,-0.2325,0.544,14.0,0.7213,2404
crypto,ETHUSDT,4h,entry,blend|ls,blend,ls,-,-,0.756,1.173,-0.0874,0.544,12.1,0.5407,2404
crypto,ETHUSDT,4h,entry,strength|ls,strength,ls,-,-,0.726,1.177,-0.1334,0.532,37.3,0.6652,2404
crypto,ETHUSDT,4h,direction,"ema|fast50,slow200|reversal|long_only",ema,long_only,reversal,-,0.706,0.785,-0.2021,0.418,5.6,0.7097,2404
crypto,ETHUSDT,4h,direction,"ema|fast50,slow200|reversal|short_only",ema,short_only,reversal,-,-0.155,-0.154,-0.3699,0.253,5.4,-0.1512,2404
crypto,ETHUSDT,4h,direction,"ema|fast50,slow200|reversal|asym",ema,asym,reversal,-,0.638,0.869,-0.2148,0.506,7.3,0.6409,2404
crypto,ETHUSDT,4h,exit,"ema|fast50,slow200|atr_trailing|ls",ema,ls,atr_trailing,-,0.423,0.632,-0.4265,0.494,31.4,0.457,2404
crypto,ETHUSDT,4h,exit,"ema|fast50,slow200|channel|ls",ema,ls,channel,-,0.376,0.572,-0.3849,0.557,36.0,0.3879,2404
crypto,ETHUSDT,4h,gate,"ema|fast50,slow200|g:adx|reversal|ls",ema,ls,reversal,adx,0.291,0.417,-0.4074,0.506,10.6,0.2614,2404
crypto,ETHUSDT,4h,gate,"ema|fast50,slow200|g:ltf|reversal|ls",ema,ls,reversal,ltf,0.414,0.61,-0.39,0.519,11.1,0.4506,2404
crypto,ETHUSDT,4h,gate,"ema|fast50,slow200|g:vol|reversal|ls",ema,ls,reversal,vol,0.386,0.558,-0.4016,0.494,10.8,0.3944,2404
crypto,ETHUSDT,4h,headline,blend|long_only,blend,long_only,-,-,1.007,1.154,-0.08,0.367,6.0,0.5128,2404
crypto,ETHUSDT,4h,headline,blend|asym,blend,asym,-,-,0.984,1.436,-0.072,0.544,7.8,0.5251,2404
crypto,BNBUSDT,1d,entry,"ema|fast20,slow100|reversal|ls",ema,ls,reversal,-,0.619,0.909,-0.3152,0.474,2.7,0.7511,2364
crypto,BNBUSDT,1d,entry,"ema|fast50,slow200|reversal|ls",ema,ls,reversal,-,0.629,0.899,-0.2997,0.487,1.7,0.7697,2364
crypto,BNBUSDT,1d,entry,"ema|fast100,slow300|reversal|ls",ema,ls,reversal,-,0.374,0.513,-0.4416,0.487,1.3,0.3572,2364
crypto,BNBUSDT,1d,entry,"sma|fast50,slow200|reversal|ls",sma,ls,reversal,-,0.94,1.423,-0.2179,0.462,1.8,1.4213,2364
crypto,BNBUSDT,1d,entry,tsmom|lookback30|reversal|ls,tsmom,ls,reversal,-,0.79,1.169,-0.1705,0.551,18.2,1.0913,2364
crypto,BNBUSDT,1d,entry,tsmom|lookback90|reversal|ls,tsmom,ls,reversal,-,0.794,1.156,-0.2749,0.474,8.6,1.1007,2364
crypto,BNBUSDT,1d,entry,"macd|fast12,slow26|reversal|ls",macd,ls,reversal,-,0.188,0.272,-0.3394,0.436,12.7,0.1188,2364
crypto,BNBUSDT,1d,entry,donchian|lookback55|reversal|ls,donchian,ls,reversal,-,0.835,1.176,-0.2623,0.538,1.9,1.1882,2364
crypto,BNBUSDT,1d,entry,blend|ls,blend,ls,-,-,0.803,1.126,-0.1269,0.423,1.9,0.5137,2364
crypto,BNBUSDT,1d,entry,strength|ls,strength,ls,-,-,0.968,1.401,-0.2116,0.436,6.6,0.992,2364
crypto,BNBUSDT,1d,direction,"ema|fast50,slow200|reversal|long_only",ema,long_only,reversal,-,1.038,1.217,-0.1558,0.397,0.9,1.2865,2364
crypto,BNBUSDT,1d,direction,"ema|fast50,slow200|reversal|short_only",ema,short_only,reversal,-,-0.382,-0.313,-0.29,0.154,0.8,-0.2259,2364
crypto,BNBUSDT,1d,direction,"ema|fast50,slow200|reversal|asym",ema,asym,reversal,-,0.937,1.3,-0.1964,0.5,1.1,1.1297,2364
crypto,BNBUSDT,1d,exit,"ema|fast50,slow200|atr_trailing|ls",ema,ls,atr_trailing,-,0.462,0.648,-0.3448,0.474,5.2,0.483,2364
crypto,BNBUSDT,1d,exit,"ema|fast50,slow200|channel|ls",ema,ls,channel,-,0.355,0.494,-0.3794,0.487,5.7,0.3267,2364
crypto,BNBUSDT,1d,gate,"ema|fast50,slow200|g:adx|reversal|ls",ema,ls,reversal,adx,0.576,0.815,-0.3371,0.474,1.5,0.6745,2364
crypto,BNBUSDT,1d,gate,"ema|fast50,slow200|g:ltf|reversal|ls",ema,ls,reversal,ltf,0.629,0.899,-0.2997,0.487,1.7,0.7697,2364
crypto,BNBUSDT,1d,gate,"ema|fast50,slow200|g:vol|reversal|ls",ema,ls,reversal,vol,0.214,0.262,-0.2997,0.346,1.5,0.1379,2364
crypto,BNBUSDT,1d,headline,blend|long_only,blend,long_only,-,-,1.129,1.252,-0.0632,0.321,1.0,0.6885,2364
crypto,BNBUSDT,1d,headline,blend|asym,blend,asym,-,-,1.05,1.466,-0.0727,0.423,1.3,0.6358,2364
crypto,BNBUSDT,4h,entry,"ema|fast20,slow100|reversal|ls",ema,ls,reversal,-,0.694,1.117,-0.2208,0.538,22.9,0.9383,2364
crypto,BNBUSDT,4h,entry,"ema|fast50,slow200|reversal|ls",ema,ls,reversal,-,1.158,1.882,-0.1876,0.526,12.6,2.1575,2364
crypto,BNBUSDT,4h,entry,"ema|fast100,slow300|reversal|ls",ema,ls,reversal,-,0.813,1.29,-0.3294,0.551,9.5,1.1916,2364
crypto,BNBUSDT,4h,entry,"sma|fast50,slow200|reversal|ls",sma,ls,reversal,-,0.484,0.76,-0.3312,0.564,14.5,0.5335,2364
crypto,BNBUSDT,4h,entry,tsmom|lookback30|reversal|ls,tsmom,ls,reversal,-,0.037,0.064,-0.3744,0.449,110.7,-0.0476,2364
crypto,BNBUSDT,4h,entry,tsmom|lookback90|reversal|ls,tsmom,ls,reversal,-,0.439,0.704,-0.2368,0.462,64.2,0.4691,2364
crypto,BNBUSDT,4h,entry,"macd|fast12,slow26|reversal|ls",macd,ls,reversal,-,-0.332,-0.508,-0.448,0.474,106.9,-0.3571,2364
crypto,BNBUSDT,4h,entry,donchian|lookback55|reversal|ls,donchian,ls,reversal,-,0.047,0.074,-0.4189,0.423,17.2,-0.0384,2364
crypto,BNBUSDT,4h,entry,blend|ls,blend,ls,-,-,0.805,1.286,-0.0987,0.474,13.8,0.5787,2364
crypto,BNBUSDT,4h,entry,strength|ls,strength,ls,-,-,0.701,1.174,-0.1451,0.5,47.3,0.6066,2364
crypto,BNBUSDT,4h,direction,"ema|fast50,slow200|reversal|long_only",ema,long_only,reversal,-,1.367,1.588,-0.1166,0.462,6.4,1.8479,2364
crypto,BNBUSDT,4h,direction,"ema|fast50,slow200|reversal|short_only",ema,short_only,reversal,-,0.201,0.236,-0.1935,0.321,6.2,0.1101,2364
crypto,BNBUSDT,4h,direction,"ema|fast50,slow200|reversal|asym",ema,asym,reversal,-,1.374,1.968,-0.1126,0.59,8.3,1.9614,2364
crypto,BNBUSDT,4h,exit,"ema|fast50,slow200|atr_trailing|ls",ema,ls,atr_trailing,-,0.896,1.487,-0.257,0.513,36.0,1.3675,2364
crypto,BNBUSDT,4h,exit,"ema|fast50,slow200|channel|ls",ema,ls,channel,-,0.697,1.151,-0.3184,0.436,43.4,0.9193,2364
crypto,BNBUSDT,4h,gate,"ema|fast50,slow200|g:adx|reversal|ls",ema,ls,reversal,adx,1.029,1.651,-0.2191,0.526,12.1,1.7606,2364
crypto,BNBUSDT,4h,gate,"ema|fast50,slow200|g:ltf|reversal|ls",ema,ls,reversal,ltf,1.158,1.882,-0.1876,0.526,12.6,2.1575,2364
crypto,BNBUSDT,4h,gate,"ema|fast50,slow200|g:vol|reversal|ls",ema,ls,reversal,vol,1.173,1.852,-0.1864,0.513,12.3,2.1195,2364
crypto,BNBUSDT,4h,headline,blend|long_only,blend,long_only,-,-,1.042,1.193,-0.0929,0.346,7.0,0.5438,2364
crypto,BNBUSDT,4h,headline,blend|asym,blend,asym,-,-,1.024,1.505,-0.0929,0.436,9.1,0.5583,2364
crypto,XRPUSDT,1d,entry,"ema|fast20,slow100|reversal|ls",ema,ls,reversal,-,0.201,0.309,-0.3548,0.405,2.5,0.1461,2399
crypto,XRPUSDT,1d,entry,"ema|fast50,slow200|reversal|ls",ema,ls,reversal,-,0.316,0.491,-0.3172,0.506,1.6,0.3176,2399
crypto,XRPUSDT,1d,entry,"ema|fast100,slow300|reversal|ls",ema,ls,reversal,-,0.352,0.54,-0.2515,0.519,1.2,0.3777,2399
crypto,XRPUSDT,1d,entry,"sma|fast50,slow200|reversal|ls",sma,ls,reversal,-,0.073,0.107,-0.4478,0.405,1.7,-0.0195,2399
crypto,XRPUSDT,1d,entry,tsmom|lookback30|reversal|ls,tsmom,ls,reversal,-,0.39,0.427,-0.3036,0.544,13.6,0.4305,2399
crypto,XRPUSDT,1d,entry,tsmom|lookback90|reversal|ls,tsmom,ls,reversal,-,-0.049,-0.054,-0.5875,0.43,7.6,-0.1624,2399
crypto,XRPUSDT,1d,entry,"macd|fast12,slow26|reversal|ls",macd,ls,reversal,-,0.538,0.605,-0.2924,0.57,9.3,0.7141,2399
crypto,XRPUSDT,1d,entry,donchian|lookback55|reversal|ls,donchian,ls,reversal,-,0.662,1.135,-0.241,0.519,1.3,1.0091,2399
crypto,XRPUSDT,1d,entry,blend|ls,blend,ls,-,-,0.208,0.259,-0.1655,0.354,1.5,0.0883,2399
crypto,XRPUSDT,1d,entry,strength|ls,strength,ls,-,-,0.085,0.109,-0.3063,0.38,5.3,0.0229,2399
crypto,XRPUSDT,1d,direction,"ema|fast50,slow200|reversal|long_only",ema,long_only,reversal,-,0.609,0.916,-0.1584,0.278,0.8,0.7231,2399
crypto,XRPUSDT,1d,direction,"ema|fast50,slow200|reversal|short_only",ema,short_only,reversal,-,-0.347,-0.26,-0.3714,0.278,0.8,-0.2352,2399
crypto,XRPUSDT,1d,direction,"ema|fast50,slow200|reversal|asym",ema,asym,reversal,-,0.53,0.956,-0.1926,0.494,1.0,0.6015,2399
crypto,XRPUSDT,1d,exit,"ema|fast50,slow200|atr_trailing|ls",ema,ls,atr_trailing,-,0.419,0.653,-0.2423,0.456,3.7,0.4886,2399
crypto,XRPUSDT,1d,exit,"ema|fast50,slow200|channel|ls",ema,ls,channel,-,0.216,0.339,-0.3211,0.481,3.9,0.1669,2399
crypto,XRPUSDT,1d,gate,"ema|fast50,slow200|g:adx|reversal|ls",ema,ls,reversal,adx,0.473,0.728,-0.2768,0.506,1.3,0.5953,2399
crypto,XRPUSDT,1d,gate,"ema|fast50,slow200|g:ltf|reversal|ls",ema,ls,reversal,ltf,0.316,0.491,-0.3172,0.506,1.6,0.3176,2399
crypto,XRPUSDT,1d,gate,"ema|fast50,slow200|g:vol|reversal|ls",ema,ls,reversal,vol,0.298,0.401,-0.2629,0.443,1.3,0.2655,2399
crypto,XRPUSDT,1d,headline,blend|long_only,blend,long_only,-,-,0.488,0.534,-0.0682,0.253,0.7,0.1765,2399
crypto,XRPUSDT,1d,headline,blend|asym,blend,asym,-,-,0.412,0.583,-0.0939,0.367,0.9,0.1516,2399
crypto,XRPUSDT,4h,entry,"ema|fast20,slow100|reversal|ls",ema,ls,reversal,-,0.132,0.161,-0.4749,0.494,17.5,0.046,2399
crypto,XRPUSDT,4h,entry,"ema|fast50,slow200|reversal|ls",ema,ls,reversal,-,-0.199,-0.229,-0.5048,0.468,11.2,-0.3035,2399
crypto,XRPUSDT,4h,entry,"ema|fast100,slow300|reversal|ls",ema,ls,reversal,-,-0.279,-0.318,-0.5779,0.405,8.2,-0.3692,2399
crypto,XRPUSDT,4h,entry,"sma|fast50,slow200|reversal|ls",sma,ls,reversal,-,0.129,0.152,-0.4252,0.481,11.0,0.0422,2399
crypto,XRPUSDT,4h,entry,tsmom|lookback30|reversal|ls,tsmom,ls,reversal,-,0.6,1.141,-0.2313,0.494,91.5,0.8872,2399
crypto,XRPUSDT,4h,entry,tsmom|lookback90|reversal|ls,tsmom,ls,reversal,-,0.097,0.118,-0.3256,0.494,54.1,0.0017,2399
crypto,XRPUSDT,4h,entry,"macd|fast12,slow26|reversal|ls",macd,ls,reversal,-,-0.379,-0.461,-0.5555,0.43,79.9,-0.4408,2399
crypto,XRPUSDT,4h,entry,donchian|lookback55|reversal|ls,donchian,ls,reversal,-,-0.268,-0.326,-0.52,0.43,13.1,-0.3587,2399
crypto,XRPUSDT,4h,entry,blend|ls,blend,ls,-,-,0.274,0.385,-0.2233,0.392,10.9,0.1526,2399
crypto,XRPUSDT,4h,entry,strength|ls,strength,ls,-,-,0.437,0.711,-0.218,0.481,37.0,0.3377,2399
crypto,XRPUSDT,4h,direction,"ema|fast50,slow200|reversal|long_only",ema,long_only,reversal,-,0.159,0.164,-0.2964,0.304,5.3,0.0794,2399
crypto,XRPUSDT,4h,direction,"ema|fast50,slow200|reversal|short_only",ema,short_only,reversal,-,-0.37,-0.29,-0.4877,0.354,6.0,-0.3538,2399
crypto,XRPUSDT,4h,direction,"ema|fast50,slow200|reversal|asym",ema,asym,reversal,-,0.009,0.011,-0.353,0.405,7.0,-0.041,2399
crypto,XRPUSDT,4h,exit,"ema|fast50,slow200|atr_trailing|ls",ema,ls,atr_trailing,-,-0.139,-0.162,-0.5305,0.468,27.4,-0.2491,2399
crypto,XRPUSDT,4h,exit,"ema|fast50,slow200|channel|ls",ema,ls,channel,-,-0.212,-0.248,-0.5659,0.468,31.4,-0.3166,2399
crypto,XRPUSDT,4h,gate,"ema|fast50,slow200|g:adx|reversal|ls",ema,ls,reversal,adx,-0.09,-0.104,-0.4428,0.506,9.9,-0.2025,2399
crypto,XRPUSDT,4h,gate,"ema|fast50,slow200|g:ltf|reversal|ls",ema,ls,reversal,ltf,-0.199,-0.229,-0.5048,0.468,11.2,-0.3035,2399
crypto,XRPUSDT,4h,gate,"ema|fast50,slow200|g:vol|reversal|ls",ema,ls,reversal,vol,-0.271,-0.303,-0.513,0.418,11.0,-0.3538,2399
crypto,XRPUSDT,4h,headline,blend|long_only,blend,long_only,-,-,0.792,0.927,-0.1134,0.304,4.3,0.3663,2399
crypto,XRPUSDT,4h,headline,blend|asym,blend,asym,-,-,0.641,1.005,-0.1373,0.405,6.2,0.3025,2399
crypto,SOLUSDT,1d,entry,"ema|fast20,slow100|reversal|ls",ema,ls,reversal,-,0.56,0.738,-0.3555,0.507,1.6,0.5717,2147
crypto,SOLUSDT,1d,entry,"ema|fast50,slow200|reversal|ls",ema,ls,reversal,-,0.549,0.703,-0.2933,0.535,0.9,0.5543,2147
crypto,SOLUSDT,1d,entry,"ema|fast100,slow300|reversal|ls",ema,ls,reversal,-,0.21,0.269,-0.3132,0.521,0.8,0.1297,2147
crypto,SOLUSDT,1d,entry,"sma|fast50,slow200|reversal|ls",sma,ls,reversal,-,0.24,0.301,-0.4,0.451,1.1,0.1593,2147
crypto,SOLUSDT,1d,entry,tsmom|lookback30|reversal|ls,tsmom,ls,reversal,-,0.644,0.849,-0.1724,0.535,7.3,0.6997,2147
crypto,SOLUSDT,1d,entry,tsmom|lookback90|reversal|ls,tsmom,ls,reversal,-,0.412,0.535,-0.3568,0.507,6.2,0.3667,2147
crypto,SOLUSDT,1d,entry,"macd|fast12,slow26|reversal|ls",macd,ls,reversal,-,0.292,0.362,-0.3291,0.521,8.0,0.2206,2147
crypto,SOLUSDT,1d,entry,donchian|lookback55|reversal|ls,donchian,ls,reversal,-,0.07,0.091,-0.3432,0.479,1.4,-0.0098,2147
crypto,SOLUSDT,1d,entry,blend|ls,blend,ls,-,-,0.515,0.615,-0.1596,0.408,1.3,0.2715,2147
crypto,SOLUSDT,1d,entry,strength|ls,strength,ls,-,-,0.582,0.719,-0.2053,0.451,3.8,0.4098,2147
crypto,SOLUSDT,1d,direction,"ema|fast50,slow200|reversal|long_only",ema,long_only,reversal,-,0.991,1.132,-0.139,0.352,0.4,0.8193,2147
crypto,SOLUSDT,1d,direction,"ema|fast50,slow200|reversal|short_only",ema,short_only,reversal,-,-0.167,-0.133,-0.3321,0.268,0.5,-0.1456,2147
crypto,SOLUSDT,1d,direction,"ema|fast50,slow200|reversal|asym",ema,asym,reversal,-,0.891,1.229,-0.1521,0.577,0.6,0.7506,2147
crypto,SOLUSDT,1d,exit,"ema|fast50,slow200|atr_trailing|ls",ema,ls,atr_trailing,-,0.372,0.477,-0.2905,0.507,3.0,0.3138,2147
crypto,SOLUSDT,1d,exit,"ema|fast50,slow200|channel|ls",ema,ls,channel,-,0.443,0.563,-0.269,0.507,3.7,0.3998,2147
crypto,SOLUSDT,1d,gate,"ema|fast50,slow200|g:adx|reversal|ls",ema,ls,reversal,adx,0.621,0.794,-0.2439,0.549,0.9,0.6631,2147
crypto,SOLUSDT,1d,gate,"ema|fast50,slow200|g:ltf|reversal|ls",ema,ls,reversal,ltf,0.549,0.703,-0.2933,0.535,0.9,0.5543,2147
crypto,SOLUSDT,1d,gate,"ema|fast50,slow200|g:vol|reversal|ls",ema,ls,reversal,vol,0.248,0.269,-0.2933,0.366,0.8,0.1586,2147
crypto,SOLUSDT,1d,headline,blend|long_only,blend,long_only,-,-,1.081,1.168,-0.0849,0.254,0.5,0.4021,2147
